net,length_um
u_aes128_optimized.u_aes_core.temp_state_reg\[113\],19.705µm
_2767_,19.68µm
net924,19.68µm
net995,19.68µm
net1174,19.68µm
_1189_,19.66µm
_2126_,19.66µm
u_aes128_optimized.u_aes_core.rcon_reg\[3\],19.66µm
u_aes128_optimized.u_aes_core.temp_state_reg\[120\],19.66µm
_2779_,19.625µm
_2441_,19.62µm
net651,19.62µm
_1920_,19.54µm
net386,19.52µm
key_reg\[19\],19.5µm
ciphertext_latched\[112\],19.48µm
net1120,19.48µm
net1288,19.48µm
_1717_,19.47µm
u_aes128_optimized.u_aes_core.temp_state_reg\[27\],19.45µm
u_aes128_optimized.u_aes_core.sub_word_reg\[27\],19.44µm
net809,19.44µm
u_aes128_optimized.u_aes_core.round_key_reg\[44\],19.36µm
u_aes128_optimized.u_aes_core.temp_state_reg\[21\],19.345µm
ciphertext_latched\[35\],19.32µm
_2025_,19.3µm
_1170_,19.28µm
_1242_,19.27µm
net64,19.26µm
u_aes128_optimized.u_aes_core.round_key_reg\[80\],19.25µm
net1166,19.22µm
_1214_,19.2µm
_1266_,19.2µm
_1304_,19.2µm
net1,19.2µm
ciphertext_latched\[51\],19.18µm
ciphertext_latched\[70\],19.18µm
u_aes128_optimized.u_aes_core.temp_state_reg\[49\],19.18µm
plaintext_reg\[39\],19.16µm
_2752_,19.12µm
u_aes128_optimized.u_aes_core.temp_state_reg\[34\],19.09µm
_1553_,19.08µm
_2691_,19.08µm
_1824_,19.04µm
net994,19.02µm
net1110,19.02µm
u_aes128_optimized.u_aes_core.round_key_reg\[119\],19.01µm
_2329_,19µm
_1042_,18.98µm
_2573_,18.98µm
_1574_,18.96µm
u_aes128_optimized.u_aes_core.temp_state_reg\[60\],18.94µm
net975,18.94µm
_2759_,18.92µm
_2928_,18.92µm
net1048,18.88µm
_2871_,18.86µm
_2999_,18.86µm
_1295_,18.84µm
_2646_,18.8µm
_1005_,18.72µm
u_aes128_optimized.u_aes_core.temp_state_reg\[72\],18.72µm
plaintext_reg\[64\],18.71µm
u_aes128_optimized.u_aes_core.temp_state_reg\[91\],18.71µm
net844,18.71µm
_1434_,18.7µm
_2460_,18.68µm
_1233_,18.66µm
_1506_,18.66µm
_2404_,18.66µm
_2537_,18.66µm
net1061,18.64µm
_2157_,18.62µm
net795,18.61µm
plaintext_reg\[46\],18.56µm
net1346,18.54µm
_2295_,18.52µm
_1678_,18.5µm
_1719_,18.48µm
net1011,18.48µm
net1115,18.48µm
_1051_,18.46µm
_1430_,18.46µm
key_reg\[103\],18.46µm
net807,18.45µm
_1929_,18.44µm
_2075_,18.44µm
_2872_,18.44µm
key_reg\[22\],18.44µm
net862,18.44µm
net968,18.44µm
_2465_,18.4µm
u_aes128_optimized.u_aes_core.temp_state_reg\[100\],18.36µm
u_aes128_optimized.u_aes_core.temp_state_reg\[39\],18.36µm
net923,18.34µm
net722,18.33µm
_1276_,18.32µm
_1113_,18.3µm
net974,18.3µm
u_aes128_optimized.u_aes_core.rot_word_reg\[16\],18.295µm
plaintext_reg\[53\],18.28µm
_1305_,18.26µm
ciphertext_latched\[124\],18.26µm
net711,18.25µm
u_aes128_optimized.u_aes_core.round_key_reg\[97\],18.24µm
net904,18.18µm
_1614_,18.16µm
key_reg\[112\],18.16µm
_1073_,18.14µm
_1834_,18.14µm
aes_ciphertext\[32\],18.14µm
net644,18.11µm
net948,18.08µm
u_aes128_optimized.u_aes_core.temp_state_reg\[88\],18.055µm
_1426_,18.04µm
net921,18.02µm
net1045,18.02µm
net302,17.98µm
net747,17.96µm
_2415_,17.94µm
_3038_,17.94µm
net1132,17.92µm
net1058,17.9µm
_1200_,17.88µm
_2786_,17.88µm
u_aes128_optimized.u_aes_core.temp_state_reg\[106\],17.88µm
_1179_,17.86µm
u_aes128_optimized.u_aes_core.g_word\[7\],17.86µm
net294,17.86µm
u_aes128_optimized.u_aes_core.temp_state_reg\[23\],17.855µm
net800,17.84µm
plaintext_reg\[52\],17.83µm
net1137,17.82µm
net872,17.8µm
ciphertext_latched\[17\],17.78µm
key_index\[3\],17.74µm
u_aes128_optimized.u_aes_core.g_word\[19\],17.73µm
u_aes128_optimized.u_aes_core.temp_state_reg\[46\],17.72µm
_1435_,17.7µm
_2427_,17.7µm
_0356_,17.62µm
_2676_,17.6µm
_2657_,17.58µm
key_reg\[29\],17.58µm
plaintext_reg\[115\],17.58µm
u_aes128_optimized.u_aes_core.temp_state_reg\[107\],17.58µm
_2106_,17.56µm
net1014,17.54µm
key_reg\[70\],17.535µm
u_aes128_optimized.u_aes_core.round_key_reg\[91\],17.53µm
u_aes128_optimized.u_aes_core.sub_word_reg\[28\],17.52µm
net982,17.5µm
_2120_,17.48µm
plaintext_reg\[75\],17.48µm
_2751_,17.43µm
_1480_,17.42µm
plaintext_reg\[15\],17.38µm
net1113,17.38µm
_2643_,17.36µm
_2875_,17.36µm
u_aes128_optimized.u_aes_core.temp_state_reg\[70\],17.335µm
_1636_,17.32µm
u_aes128_optimized.u_aes_core.round_reg\[2\],17.32µm
u_aes128_optimized.u_aes_core.temp_state_reg\[69\],17.32µm
u_aes128_optimized.u_aes_core.temp_state_reg\[89\],17.29µm
net526,17.28µm
_2968_,17.275µm
_2760_,17.26µm
u_aes128_optimized.u_aes_core.round_key_reg\[94\],17.26µm
net1560,17.26µm
net1559,17.24µm
u_aes128_optimized.u_aes_core.temp_state_reg\[71\],17.215µm
_2703_,17.18µm
_1010_,17.16µm
u_aes128_optimized.u_aes_core.temp_state_reg\[18\],17.15µm
net979,17.14µm
_2519_,17.12µm
u_aes128_optimized.u_aes_core.temp_state_reg\[53\],17.12µm
_1206_,17.1µm
_1218_,17.1µm
key_reg\[39\],17.1µm
u_aes128_optimized.u_aes_core.rot_word_reg\[2\],17.1µm
_1162_,17.08µm
_1475_,17.08µm
net1022,17.08µm
_1281_,17.06µm
u_aes128_optimized.u_aes_core.temp_state_reg\[65\],17.06µm
ciphertext_latched\[15\],17.04µm
net714,17.04µm
net1042,17.04µm
u_aes128_optimized.u_aes_core.round_key_reg\[108\],17.03µm
_1248_,17.02µm
_2709_,17.02µm
net1501,17.02µm
ciphertext_latched\[86\],17µm
net814,16.99µm
_1515_,16.98µm
_1969_,16.98µm
key_reg\[60\],16.98µm
plaintext_reg\[51\],16.98µm
net1101,16.98µm
_2334_,16.94µm
_3009_,16.94µm
_1178_,16.92µm
_0984_,16.9µm
key_reg\[124\],16.9µm
aes_ciphertext\[123\],16.88µm
_2085_,16.875µm
_1874_,16.86µm
_2442_,16.84µm
_2569_,16.84µm
aes_ciphertext\[115\],16.84µm
_2257_,16.82µm
u_aes128_optimized.u_aes_core.sub_word_reg\[25\],16.82µm
u_aes128_optimized.u_aes_core.temp_state_reg\[11\],16.79µm
_1203_,16.78µm
net1084,16.78µm
net1090,16.78µm
_1322_,16.765µm
_2544_,16.74µm
_2874_,16.74µm
plaintext_reg\[56\],16.735µm
_1624_,16.66µm
ciphertext_latched\[18\],16.66µm
u_aes128_optimized.u_aes_core.temp_state_reg\[40\],16.66µm
net1329,16.66µm
_2780_,16.64µm
net1055,16.64µm
u_aes128_optimized.u_aes_core.round_key_reg\[107\],16.63µm
_2230_,16.6µm
_2927_,16.6µm
plaintext_reg\[70\],16.6µm
net1093,16.6µm
_1582_,16.58µm
u_aes128_optimized.u_aes_core.round_key_reg\[112\],16.57µm
_1056_,16.56µm
ciphertext_latched\[118\],16.56µm
u_aes128_optimized.u_aes_core.temp_state_reg\[126\],16.56µm
_1431_,16.54µm
net636,16.54µm
_2700_,16.52µm
_2727_,16.52µm
net1105,16.48µm
u_aes128_optimized.u_aes_core.temp_state_reg\[85\],16.44µm
net1239,16.42µm
aes_ciphertext\[120\],16.4µm
_1725_,16.395µm
net1050,16.38µm
_1076_,16.34µm
_1213_,16.34µm
plaintext_reg\[109\],16.32µm
net1040,16.32µm
_2086_,16.315µm
u_aes128_optimized.u_aes_core.temp_state_reg\[22\],16.31µm
u_aes128_optimized.u_aes_core.temp_state_reg\[12\],16.27µm
_2033_,16.26µm
u_aes128_optimized.u_aes_core.temp_state_reg\[73\],16.26µm
uio_in[1],16.25µm
net701,16.23µm
_2347_,16.22µm
_2480_,16.22µm
_1278_,16.18µm
net919,16.16µm
u_aes128_optimized.u_aes_core.temp_state_reg\[28\],16.145µm
u_aes128_optimized.u_aes_core.temp_state_reg\[32\],16.14µm
key_reg\[64\],16.135µm
_2652_,16.12µm
plaintext_reg\[16\],16.1µm
net1409,16.1µm
_1498_,16.095µm
plaintext_reg\[47\],16.08µm
net1187,16.08µm
net1440,16.08µm
key_reg\[25\],16.06µm
u_aes128_optimized.u_aes_core.temp_state_reg\[50\],16.06µm
u_aes128_optimized.u_aes_core.temp_state_reg\[10\],16.05µm
_2485_,16.02µm
ciphertext_latched\[121\],16.02µm
plaintext_reg\[96\],16.02µm
net1540,16.02µm
_1533_,16µm
net939,16µm
net1078,16µm
u_aes128_optimized.u_aes_core.temp_state_reg\[48\],15.98µm
_2246_,15.96µm
ciphertext_latched\[95\],15.96µm
u_aes128_optimized.u_aes_core.temp_state_reg\[26\],15.95µm
_1094_,15.94µm
_1334_,15.94µm
_1839_,15.94µm
net1393,15.94µm
aes_ciphertext\[46\],15.88µm
u_aes128_optimized.u_aes_core.temp_state_reg\[87\],15.88µm
_1291_,15.86µm
_1393_,15.86µm
_1410_,15.86µm
u_aes128_optimized.u_aes_core.temp_state_reg\[35\],15.86µm
u_aes128_optimized.u_aes_core.temp_state_reg\[2\],15.81µm
key_reg\[109\],15.8µm
net905,15.8µm
net906,15.8µm
_2247_,15.78µm
_2348_,15.78µm
_2839_,15.74µm
_2567_,15.72µm
_2237_,15.7µm
u_aes128_optimized.u_aes_core.round_key_reg\[32\],15.69µm
u_aes128_optimized.u_aes_core.temp_state_reg\[47\],15.68µm
net913,15.68µm
_2455_,15.66µm
plaintext_reg\[63\],15.66µm
_2206_,15.64µm
uio_in[3],15.63µm
net987,15.62µm
net999,15.62µm
_1283_,15.6µm
_1949_,15.6µm
aes_ciphertext\[70\],15.6µm
plaintext_reg\[83\],15.58µm
net268,15.58µm
u_aes128_optimized.u_aes_core.temp_state_reg\[7\],15.57µm
_2016_,15.56µm
_2065_,15.56µm
_2946_,15.56µm
u_aes128_optimized.u_aes_core.round_key_reg\[123\],15.56µm
u_aes128_optimized.u_aes_core.temp_state_reg\[42\],15.56µm
u_aes128_optimized.u_aes_core.temp_state_reg\[83\],15.56µm
net1020,15.54µm
_1764_,15.52µm
plaintext_reg\[41\],15.52µm
ciphertext_latched\[96\],15.5µm
u_aes128_optimized.u_aes_core.temp_state_reg\[111\],15.5µm
u_aes128_optimized.u_aes_core.temp_state_reg\[9\],15.495µm
u_aes128_optimized.u_aes_core.sub_word_reg\[29\],15.48µm
_1096_,15.46µm
net539,15.46µm
net1506,15.46µm
key_reg\[32\],15.44µm
_1290_,15.4µm
_1734_,15.4µm
_2629_,15.36µm
u_aes128_optimized.u_aes_core.temp_state_reg\[29\],15.35µm
net547,15.34µm
key_reg\[79\],15.335µm
u_aes128_optimized.u_aes_core.temp_state_reg\[55\],15.32µm
_2022_,15.3µm
key_reg\[55\],15.3µm
plaintext_reg\[32\],15.3µm
net1035,15.28µm
_1264_,15.26µm
_1594_,15.26µm
_1619_,15.26µm
ciphertext_latched\[85\],15.26µm
_2072_,15.24µm
u_aes128_optimized.u_aes_core.round_key_reg\[98\],15.23µm
net642,15.22µm
_1575_,15.2µm
net259,15.18µm
plaintext_reg\[95\],15.16µm
net1415,15.16µm
aes_ciphertext\[4\],15.14µm
u_aes128_optimized.u_aes_core.round_key_reg\[127\],15.11µm
_1235_,15.1µm
_1844_,15.1µm
plaintext_reg\[49\],15.1µm
u_aes128_optimized.u_aes_core.temp_state_reg\[58\],15.1µm
net989,15.1µm
key_reg\[114\],15.06µm
u_aes128_optimized.u_aes_core.round_key_reg\[57\],15.06µm
u_aes128_optimized.u_aes_core.temp_state_reg\[112\],15.06µm
aes_ciphertext\[62\],15.04µm
_2772_,15.03µm
_2798_,15.02µm
u_aes128_optimized.u_aes_core.g_word\[4\],15.02µm
_1202_,15µm
_2375_,14.985µm
_2476_,14.98µm
net1155,14.98µm
plaintext_reg\[54\],14.94µm
net1033,14.94µm
key_reg\[71\],14.925µm
_2781_,14.91µm
_0718_,14.9µm
_2966_,14.9µm
key_reg\[73\],14.89µm
net871,14.88µm
net957,14.88µm
_2765_,14.87µm
_2661_,14.86µm
plaintext_reg\[93\],14.86µm
_1570_,14.84µm
ciphertext_latched\[50\],14.84µm
_2753_,14.825µm
_1638_,14.82µm
_2858_,14.8µm
net1051,14.78µm
plaintext_reg\[30\],14.765µm
_1265_,14.76µm
_1350_,14.76µm
plaintext_reg\[40\],14.76µm
net963,14.76µm
net992,14.76µm
_0509_,14.745µm
_0884_,14.74µm
u_aes128_optimized.u_aes_core.round_key_reg\[124\],14.74µm
net880,14.74µm
_1807_,14.72µm
net1324,14.72µm
net1549,14.7µm
ciphertext_latched\[105\],14.68µm
ciphertext_latched\[53\],14.68µm
plaintext_reg\[69\],14.68µm
u_aes128_optimized.u_aes_core.temp_state_reg\[123\],14.68µm
key_reg\[63\],14.66µm
plaintext_reg\[121\],14.645µm
_2763_,14.64µm
_2971_,14.64µm
net1282,14.64µm
net1547,14.635µm
_1227_,14.62µm
_2625_,14.61µm
_2669_,14.6µm
aes_ciphertext\[42\],14.6µm
key_reg\[47\],14.6µm
u_aes128_optimized.u_aes_core.rot_word_reg\[17\],14.6µm
u_aes128_optimized.u_aes_core.temp_state_reg\[77\],14.6µm
net869,14.6µm
_2349_,14.58µm
net638,14.58µm
net925,14.58µm
net741,14.57µm
_1982_,14.56µm
_2635_,14.55µm
_1637_,14.54µm
aes_ciphertext\[126\],14.54µm
plaintext_reg\[124\],14.54µm
plaintext_reg\[8\],14.52µm
u_aes128_optimized.u_aes_core.rot_word_reg\[20\],14.505µm
_1640_,14.5µm
_2785_,14.5µm
net1004,14.5µm
u_aes128_optimized.u_aes_core.rot_word_reg\[12\],14.48µm
net1082,14.48µm
_1634_,14.46µm
key_reg\[23\],14.46µm
u_aes128_optimized.u_aes_core.sub_word_reg\[30\],14.46µm
_0597_,14.44µm
ciphertext_latched\[77\],14.44µm
_0520_,14.42µm
_2231_,14.42µm
_2330_,14.42µm
_2773_,14.42µm
net1220,14.42µm
ui_in[2],14.41µm
_1217_,14.4µm
_0153_,14.38µm
u_aes128_optimized.u_aes_core.round_reg\[1\],14.38µm
net1143,14.38µm
_2758_,14.37µm
u_aes128_optimized.u_aes_core.temp_state_reg\[31\],14.365µm
_2866_,14.36µm
plaintext_reg\[82\],14.36µm
key_reg\[105\],14.34µm
net1089,14.34µm
_1890_,14.32µm
u_aes128_optimized.u_aes_core.temp_state_reg\[101\],14.32µm
_1654_,14.3µm
_2723_,14.3µm
plaintext_reg\[23\],14.3µm
net1085,14.3µm
key_reg\[56\],14.28µm
net1031,14.28µm
net1257,14.28µm
net384,14.27µm
_2276_,14.255µm
_1375_,14.24µm
net896,14.24µm
net1499,14.24µm
_1977_,14.22µm
_2598_,14.22µm
net1008,14.22µm
_2114_,14.18µm
ciphertext_latched\[29\],14.16µm
net1209,14.16µm
net1188,14.14µm
ciphertext_latched\[106\],14.12µm
ciphertext_latched\[67\],14.12µm
u_aes128_optimized.u_aes_core.byte_count\[2\],14.12µm
_2031_,14.1µm
_2433_,14.1µm
_1910_,14.08µm
ciphertext_latched\[80\],14.08µm
u_aes128_optimized.u_aes_core.temp_state_reg\[52\],14.08µm
aes_ciphertext\[55\],14.06µm
plaintext_reg\[78\],14.06µm
key_reg\[95\],14.05µm
_2746_,14.045µm
plaintext_reg\[55\],14.04µm
net945,14.04µm
_3006_,14.02µm
net1037,14.02µm
_0119_,14µm
_1621_,14µm
_2043_,14µm
net254,13.98µm
key_reg\[67\],13.97µm
u_aes128_optimized.u_aes_core.temp_state_reg\[5\],13.97µm
_1250_,13.96µm
_2429_,13.96µm
key_reg\[27\],13.96µm
u_aes128_optimized.u_aes_core.rot_word_reg\[18\],13.96µm
u_aes128_optimized.u_aes_core.temp_state_reg\[108\],13.96µm
net1554,13.96µm
_1173_,13.92µm
_2766_,13.92µm
_2796_,13.92µm
_2129_,13.88µm
_2403_,13.88µm
plaintext_reg\[110\],13.88µm
_1527_,13.86µm
net894,13.86µm
_2699_,13.84µm
plaintext_reg\[80\],13.84µm
_2647_,13.82µm
net973,13.82µm
_2722_,13.8µm
ciphertext_latched\[5\],13.8µm
u_aes128_optimized.u_aes_core.temp_state_reg\[78\],13.8µm
u_aes128_optimized.u_aes_core.temp_state_reg\[96\],13.8µm
net985,13.78µm
_1673_,13.77µm
key_reg\[87\],13.77µm
_2745_,13.76µm
net511,13.76µm
net1414,13.74µm
_1394_,13.72µm
aes_ciphertext\[96\],13.72µm
key_reg\[58\],13.72µm
ciphertext_latched\[28\],13.705µm
net1139,13.7µm
u_aes128_optimized.u_aes_core.temp_state_reg\[118\],13.68µm
u_aes128_optimized.u_aes_core.temp_state_reg\[93\],13.68µm
net1541,13.68µm
_0578_,13.665µm
net983,13.66µm
_2627_,13.64µm
key_reg\[38\],13.64µm
u_aes128_optimized.u_aes_core.g_word\[20\],13.64µm
u_aes128_optimized.u_aes_core.rot_word_reg\[0\],13.64µm
_1015_,13.62µm
_2705_,13.62µm
key_reg\[123\],13.62µm
key_reg\[86\],13.605µm
_2044_,13.58µm
ciphertext_latched\[0\],13.58µm
u_aes128_optimized.u_aes_core.round_key_reg\[87\],13.56µm
_0978_,13.54µm
_1923_,13.53µm
net699,13.53µm
_1100_,13.52µm
_2105_,13.5µm
_2214_,13.5µm
u_aes128_optimized.u_aes_core.round_key_reg\[118\],13.5µm
_1835_,13.48µm
_2174_,13.48µm
_2497_,13.48µm
u_aes128_optimized.u_aes_core.temp_state_reg\[41\],13.48µm
u_aes128_optimized.u_aes_core.round_key_reg\[68\],13.46µm
u_aes128_optimized.u_aes_core.temp_state_reg\[62\],13.46µm
u_aes128_optimized.u_aes_core.temp_state_reg\[98\],13.46µm
net1146,13.46µm
_1040_,13.44µm
_2251_,13.44µm
_1864_,13.42µm
_2513_,13.42µm
_2822_,13.42µm
ciphertext_latched\[48\],13.42µm
net1502,13.42µm
net1286,13.4µm
plaintext_reg\[118\],13.38µm
net1462,13.38µm
_2215_,13.375µm
key_reg\[31\],13.34µm
u_aes128_optimized.u_aes_core.temp_state_reg\[121\],13.34µm
net1148,13.34µm
_2917_,13.32µm
ciphertext_latched\[116\],13.32µm
u_aes128_optimized.u_aes_core.temp_state_reg\[104\],13.32µm
net1036,13.32µm
_2466_,13.3µm
_2782_,13.3µm
net1477,13.3µm
u_aes128_optimized.u_aes_core.temp_state_reg\[6\],13.295µm
_2011_,13.28µm
net1383,13.28µm
_2663_,13.26µm
ciphertext_latched\[87\],13.26µm
key_reg\[34\],13.26µm
u_aes128_optimized.u_aes_core.temp_state_reg\[116\],13.26µm
net1507,13.26µm
key_reg\[84\],13.25µm
_0204_,13.24µm
ciphertext_latched\[75\],13.24µm
key_reg\[96\],13.22µm
key_reg\[81\],13.215µm
_1633_,13.2µm
net1181,13.2µm
net371,13.18µm
ciphertext_latched\[84\],13.16µm
plaintext_reg\[79\],13.16µm
net1361,13.16µm
net1557,13.16µm
_1167_,13.14µm
net1274,13.14µm
u_aes128_optimized.u_aes_core.temp_state_reg\[17\],13.13µm
aes_ciphertext\[8\],13.12µm
net753,13.11µm
_1428_,13.1µm
_1888_,13.1µm
_3005_,13.1µm
u_aes128_optimized.u_aes_core.round_key_reg\[120\],13.1µm
u_aes128_optimized.u_aes_core.temp_state_reg\[1\],13.09µm
_0243_,13.08µm
_2262_,13.08µm
key_reg\[93\],13.05µm
net870,13.045µm
_0420_,13.04µm
u_aes128_optimized.u_aes_core.temp_state_reg\[84\],13.04µm
ui_in[5],13.03µm
_0528_,13.02µm
_1267_,13.02µm
_2112_,13.02µm
_2694_,13µm
net1241,13µm
ciphertext_latched\[119\],12.98µm
u_aes128_optimized.u_aes_core.round_key_reg\[113\],12.97µm
_0502_,12.96µm
_1064_,12.96µm
_1415_,12.96µm
_1765_,12.96µm
_2165_,12.96µm
_2679_,12.96µm
_2836_,12.96µm
plaintext_reg\[76\],12.96µm
net965,12.96µm
net1016,12.94µm
net763,12.93µm
_1209_,12.92µm
_2047_,12.92µm
_2655_,12.92µm
_2865_,12.92µm
_2881_,12.92µm
ciphertext_latched\[72\],12.92µm
net53,12.92µm
net1337,12.92µm
net937,12.9µm
net990,12.9µm
key_reg\[80\],12.895µm
_2315_,12.88µm
_0562_,12.865µm
_1161_,12.86µm
_2285_,12.84µm
plaintext_reg\[87\],12.84µm
_2894_,12.82µm
ciphertext_latched\[74\],12.82µm
net756,12.81µm
_2748_,12.78µm
ciphertext_latched\[38\],12.78µm
_1077_,12.76µm
ciphertext_latched\[32\],12.76µm
net1357,12.74µm
_0319_,12.725µm
_1813_,12.72µm
_1842_,12.715µm
_0677_,12.7µm
_0877_,12.7µm
_1232_,12.7µm
_1744_,12.7µm
net1072,12.7µm
_1399_,12.68µm
u_aes128_optimized.u_aes_core.temp_state_reg\[94\],12.68µm
_0428_,12.66µm
_0600_,12.66µm
_2283_,12.66µm
_2398_,12.66µm
plaintext_reg\[20\],12.66µm
_2473_,12.64µm
_2525_,12.64µm
aes_ciphertext\[103\],12.64µm
net1056,12.64µm
_1766_,12.63µm
_1190_,12.62µm
_1919_,12.62µm
_2179_,12.62µm
plaintext_reg\[111\],12.62µm
_1277_,12.6µm
ciphertext_latched\[11\],12.6µm
net1068,12.6µm
u_aes128_optimized.u_aes_core.temp_state_reg\[16\],12.59µm
plaintext_reg\[116\],12.58µm
net1532,12.58µm
u_aes128_optimized.u_aes_core.temp_state_reg\[24\],12.575µm
_0466_,12.56µm
_1454_,12.56µm
_1928_,12.56µm
_1313_,12.54µm
_1849_,12.54µm
_2677_,12.54µm
_2886_,12.54µm
key_reg\[20\],12.54µm
u_aes128_optimized.u_aes_core.temp_state_reg\[103\],12.54µm
u_aes128_optimized.u_aes_core.temp_state_reg\[115\],12.54µm
net911,12.54µm
net1006,12.54µm
_1099_,12.535µm
_0703_,12.52µm
_1342_,12.52µm
plaintext_reg\[38\],12.52µm
net1299,12.52µm
ciphertext_latched\[31\],12.515µm
u_aes128_optimized.u_aes_core.rot_word_reg\[23\],12.51µm
_1497_,12.5µm
_2046_,12.5µm
net1114,12.5µm
_1360_,12.48µm
ciphertext_latched\[24\],12.48µm
net1161,12.46µm
plaintext_reg\[112\],12.42µm
u_aes128_optimized.u_aes_core.temp_state_reg\[61\],12.42µm
u_aes128_optimized.u_aes_core.temp_state_reg\[97\],12.42µm
net934,12.42µm
_1033_,12.4µm
plaintext_reg\[19\],12.4µm
net1131,12.4µm
net1474,12.4µm
_1521_,12.38µm
_2152_,12.38µm
_2608_,12.38µm
_2639_,12.38µm
_2824_,12.38µm
u_aes128_optimized.u_aes_core.temp_state_reg\[110\],12.38µm
key_reg\[78\],12.375µm
key_reg\[77\],12.37µm
_1201_,12.36µm
ciphertext_latched\[115\],12.36µm
_1058_,12.34µm
net915,12.34µm
_2528_,12.33µm
_2634_,12.32µm
net1469,12.3µm
_1995_,12.28µm
net1228,12.28µm
net673,12.27µm
_1937_,12.26µm
_2289_,12.26µm
_2327_,12.26µm
_2336_,12.26µm
net1010,12.26µm
_0022_,12.24µm
_1400_,12.24µm
_2107_,12.24µm
_2551_,12.24µm
_2910_,12.24µm
aes_ciphertext\[9\],12.24µm
u_aes128_optimized.u_aes_core.temp_state_reg\[86\],12.24µm
_1340_,12.22µm
_1563_,12.22µm
ciphertext_latched\[7\],12.22µm
_0558_,12.2µm
_2216_,12.2µm
ciphertext_latched\[22\],12.2µm
_1760_,12.18µm
_2581_,12.18µm
_2649_,12.18µm
net798,12.17µm
_2172_,12.16µm
_2740_,12.16µm
_0555_,12.14µm
_0999_,12.14µm
u_aes128_optimized.u_aes_core.rcon_reg\[6\],12.14µm
u_aes128_optimized.u_aes_core.temp_state_reg\[15\],12.13µm
_1753_,12.12µm
ciphertext_latched\[12\],12.12µm
net984,12.12µm
u_aes128_optimized.u_aes_core.temp_state_reg\[8\],12.115µm
_1234_,12.09µm
key_reg\[121\],12.08µm
key_reg\[30\],12.08µm
key_reg\[40\],12.08µm
_2572_,12.06µm
_2637_,12.06µm
_0162_,12.04µm
net1569,12.04µm
_1405_,12.035µm
key_reg\[72\],12.03µm
_2568_,12.02µm
u_aes128_optimized.u_aes_core.temp_state_reg\[109\],12.02µm
net1019,12.02µm
net1366,12.02µm
_0971_,12µm
_1176_,12µm
key_reg\[18\],12µm
u_aes128_optimized.u_aes_core.temp_state_reg\[76\],12µm
net1171,12µm
_0550_,11.98µm
_2487_,11.96µm
_3000_,11.96µm
plaintext_reg\[35\],11.96µm
net1177,11.96µm
u_aes128_optimized.u_aes_core.temp_state_reg\[4\],11.95µm
_2421_,11.92µm
_2695_,11.92µm
_2804_,11.92µm
u_aes128_optimized.u_aes_core.sub_word_reg\[31\],11.92µm
net1259,11.92µm
_2945_,11.9µm
net951,11.9µm
key_reg\[48\],11.88µm
key_reg\[53\],11.88µm
_1668_,11.86µm
_1938_,11.86µm
_1627_,11.84µm
_2776_,11.84µm
_2860_,11.84µm
key_reg\[127\],11.84µm
net931,11.84µm
net1021,11.84µm
_0406_,11.82µm
_0448_,11.82µm
net966,11.82µm
_2808_,11.8µm
_0973_,11.78µm
_2210_,11.78µm
_2514_,11.78µm
ciphertext_latched\[19\],11.78µm
ciphertext_latched\[55\],11.78µm
u_aes128_optimized.u_aes_core.temp_state_reg\[36\],11.78µm
net1380,11.78µm
_0827_,11.76µm
_2797_,11.76µm
ciphertext_latched\[6\],11.76µm
net1153,11.76µm
_0564_,11.74µm
_1664_,11.74µm
_1706_,11.74µm
u_aes128_optimized.u_aes_core.round_key_reg\[111\],11.74µm
_1827_,11.705µm
_0723_,11.7µm
u_aes128_optimized.u_aes_core.rot_word_reg\[8\],11.7µm
u_aes128_optimized.u_aes_core.temp_state_reg\[124\],11.7µm
net1285,11.7µm
ciphertext_latched\[2\],11.68µm
_1543_,11.67µm
_1822_,11.665µm
_1704_,11.66µm
ciphertext_latched\[9\],11.66µm
plaintext_reg\[43\],11.66µm
net1054,11.66µm
_1785_,11.655µm
_2475_,11.65µm
_2873_,11.64µm
key_reg\[61\],11.64µm
_1018_,11.62µm
_1655_,11.62µm
_1860_,11.62µm
_2575_,11.62µm
key_reg\[0\],11.62µm
u_aes128_optimized.u_aes_core.g_word\[2\],11.59µm
_2143_,11.58µm
_2557_,11.58µm
net863,11.58µm
net1203,11.58µm
_1014_,11.56µm
net874,11.56µm
net1098,11.56µm
net900,11.54µm
net1060,11.54µm
net1162,11.54µm
net1222,11.54µm
net1236,11.54µm
net1478,11.54µm
_2522_,11.525µm
_1569_,11.52µm
ciphertext_latched\[52\],11.52µm
net1244,11.52µm
net942,11.5µm
net1265,11.5µm
_2901_,11.48µm
u_aes128_optimized.u_aes_core.rot_word_reg\[15\],11.48µm
_2376_,11.46µm
plaintext_reg\[126\],11.46µm
net1172,11.44µm
plaintext_reg\[3\],11.42µm
net952,11.42µm
net1150,11.42µm
net1323,11.42µm
u_aes128_optimized.u_aes_core.temp_state_reg\[19\],11.415µm
_2316_,11.4µm
ciphertext_latched\[26\],11.4µm
ciphertext_latched\[39\],11.4µm
ciphertext_latched\[98\],11.4µm
_2501_,11.38µm
_2675_,11.38µm
key_reg\[107\],11.38µm
key_reg\[120\],11.38µm
_1790_,11.36µm
key_reg\[101\],11.36µm
net842,11.36µm
net997,11.36µm
net1127,11.36µm
net1548,11.36µm
_2159_,11.355µm
_1087_,11.34µm
_1792_,11.34µm
