net,length_um
net1147,6.76µm
net1279,6.76µm
net1421,6.76µm
net1511,6.76µm
net1526,6.76µm
_2770_,6.74µm
net1278,6.74µm
_0571_,6.725µm
_0045_,6.72µm
_0067_,6.72µm
_0112_,6.72µm
_0130_,6.72µm
_0133_,6.72µm
_0376_,6.72µm
_0612_,6.72µm
_0757_,6.72µm
_0897_,6.72µm
_1347_,6.72µm
_1983_,6.72µm
_2115_,6.72µm
_2364_,6.72µm
_2464_,6.72µm
_2892_,6.72µm
plaintext_reg\[37\],6.72µm
net1083,6.72µm
net1116,6.72µm
net1240,6.72µm
_1139_,6.7µm
_1856_,6.7µm
_1950_,6.7µm
key_reg\[98\],6.7µm
_1847_,6.68µm
_1964_,6.66µm
_2270_,6.66µm
_2879_,6.66µm
_0102_,6.64µm
_1508_,6.64µm
_1652_,6.64µm
_1693_,6.64µm
_1745_,6.64µm
_1763_,6.64µm
_2667_,6.64µm
_2713_,6.64µm
_2868_,6.64µm
_2936_,6.64µm
ciphertext_latched\[8\],6.64µm
plaintext_reg\[2\],6.64µm
net1046,6.64µm
net1062,6.64µm
_0380_,6.62µm
_2545_,6.62µm
_2566_,6.62µm
_0480_,6.6µm
_1001_,6.6µm
_1383_,6.6µm
_1671_,6.6µm
_2189_,6.6µm
_2387_,6.6µm
key_reg\[41\],6.6µm
net51,6.6µm
net1211,6.6µm
net1347,6.6µm
_2788_,6.59µm
_1114_,6.54µm
net1029,6.54µm
net1256,6.54µm
net1305,6.54µm
net1400,6.54µm
net1491,6.54µm
net1531,6.54µm
_0451_,6.52µm
_0454_,6.52µm
_2026_,6.52µm
_2834_,6.52µm
ciphertext_latched\[111\],6.52µm
net1242,6.52µm
_2220_,6.5µm
_2898_,6.5µm
_2406_,6.485µm
_0783_,6.48µm
_1124_,6.48µm
_2039_,6.48µm
_2802_,6.48µm
_0161_,6.465µm
_0171_,6.465µm
_1940_,6.44µm
net1122,6.44µm
net1284,6.44µm
net1424,6.44µm
_0206_,6.42µm
_0875_,6.42µm
_0960_,6.42µm
_1679_,6.42µm
net1433,6.42µm
net1466,6.42µm
net654,6.41µm
_0366_,6.4µm
_0541_,6.4µm
_1629_,6.4µm
_1894_,6.4µm
plaintext_index\[1\],6.4µm
key_reg\[76\],6.39µm
_0235_,6.38µm
_0427_,6.38µm
_0529_,6.38µm
_0700_,6.38µm
_0824_,6.38µm
_0854_,6.38µm
_2614_,6.38µm
_0461_,6.36µm
_0275_,6.32µm
_0588_,6.32µm
_1321_,6.32µm
net972,6.32µm
net1044,6.32µm
net1319,6.32µm
net1362,6.32µm
_0062_,6.3µm
_0460_,6.3µm
_0592_,6.3µm
_0705_,6.3µm
_0765_,6.3µm
_0992_,6.3µm
aes_ciphertext\[127\],6.3µm
aes_ciphertext\[22\],6.3µm
net1170,6.3µm
_1363_,6.28µm
_2851_,6.28µm
_1909_,6.275µm
_0030_,6.26µm
_0081_,6.26µm
_0377_,6.26µm
_0500_,6.26µm
_0524_,6.26µm
_0715_,6.26µm
_1812_,6.26µm
_1821_,6.26µm
_3003_,6.26µm
aes_ciphertext\[5\],6.26µm
key_reg\[17\],6.26µm
key_reg\[5\],6.26µm
net1076,6.26µm
net1439,6.26µm
_2234_,6.255µm
_2067_,6.24µm
_2393_,6.24µm
plaintext_reg\[127\],6.24µm
plaintext_reg\[59\],6.22µm
_2259_,6.205µm
_0041_,6.2µm
_0043_,6.2µm
_0393_,6.2µm
_2323_,6.2µm
_0456_,6.185µm
_0060_,6.18µm
_2857_,6.18µm
key_reg\[52\],6.18µm
plaintext_index\[2\],6.18µm
net274,6.18µm
net910,6.18µm
_1731_,6.17µm
_1367_,6.145µm
_0321_,6.14µm
_1317_,6.14µm
_1865_,6.14µm
_1912_,6.14µm
_2258_,6.14µm
_2529_,6.14µm
net1191,6.14µm
net1314,6.14µm
key_reg\[82\],6.13µm
_2816_,6.12µm
_2394_,6.115µm
_0136_,6.105µm
_1620_,6.08µm
_2010_,6.08µm
_2180_,6.08µm
_2840_,6.08µm
net1262,6.08µm
net1399,6.08µm
net1509,6.08µm
net1514,6.08µm
net1567,6.08µm
_1453_,6.07µm
_2363_,6.065µm
_0095_,6.06µm
_0798_,6.06µm
_1055_,6.06µm
_1680_,6.06µm
_2906_,6.06µm
_2943_,6.06µm
_1662_,6.04µm
_2890_,6.04µm
_0244_,6.02µm
_1470_,6.02µm
_1483_,6.02µm
_1924_,6.02µm
_2140_,6.02µm
plaintext_reg\[120\],6.02µm
_2271_,6.01µm
_0766_,6.005µm
uio_out[5],5.99µm
_1021_,5.98µm
_1163_,5.98µm
_2185_,5.98µm
net881,5.98µm
net891,5.98µm
net1067,5.98µm
net1088,5.98µm
net1100,5.98µm
net1142,5.98µm
net1183,5.98µm
net1189,5.98µm
net1245,5.98µm
net1298,5.98µm
net1320,5.98µm
net1322,5.98µm
net1327,5.98µm
net1328,5.98µm
net1345,5.98µm
net1348,5.98µm
net1354,5.98µm
net1404,5.98µm
net1406,5.98µm
net1457,5.98µm
net1500,5.98µm
net1563,5.98µm
net1571,5.98µm
_2146_,5.965µm
_0174_,5.96µm
_0374_,5.96µm
_0390_,5.96µm
_0701_,5.96µm
_0831_,5.96µm
_2554_,5.96µm
_2741_,5.96µm
net1079,5.96µm
net1536,5.96µm
plaintext_reg\[62\],5.95µm
_2137_,5.945µm
_0837_,5.94µm
_1789_,5.94µm
_2184_,5.94µm
aes_ciphertext\[44\],5.94µm
_0336_,5.92µm
_0396_,5.92µm
_0410_,5.92µm
_0417_,5.92µm
_0434_,5.92µm
_0471_,5.92µm
_0508_,5.92µm
_0535_,5.92µm
_0560_,5.92µm
_0625_,5.92µm
_0656_,5.92µm
_0815_,5.92µm
_0838_,5.92µm
_0848_,5.92µm
key_reg\[45\],5.92µm
_0355_,5.9µm
_0462_,5.9µm
_1488_,5.9µm
net907,5.9µm
_0036_,5.86µm
_0252_,5.86µm
_0370_,5.86µm
_0976_,5.86µm
aes_ciphertext\[11\],5.86µm
net981,5.86µm
net1254,5.86µm
_0334_,5.84µm
_0425_,5.84µm
_0538_,5.84µm
_0544_,5.84µm
_0546_,5.84µm
_0574_,5.84µm
_0576_,5.84µm
_0755_,5.84µm
_0801_,5.84µm
_1335_,5.84µm
_1352_,5.84µm
_1382_,5.84µm
_1755_,5.84µm
aes_ciphertext\[14\],5.84µm
aes_ciphertext\[29\],5.84µm
aes_ciphertext\[30\],5.84µm
key_reg\[50\],5.84µm
plaintext_reg\[5\],5.84µm
net1463,5.84µm
_0940_,5.82µm
_2000_,5.82µm
_2130_,5.82µm
_2489_,5.82µm
_1004_,5.805µm
_0287_,5.8µm
_0796_,5.8µm
_0861_,5.8µm
_0974_,5.8µm
_1086_,5.8µm
_1645_,5.8µm
_1974_,5.8µm
_1975_,5.8µm
_2342_,5.8µm
_2382_,5.8µm
_2389_,5.8µm
_2859_,5.8µm
aes_ciphertext\[20\],5.8µm
aes_ciphertext\[36\],5.8µm
aes_ciphertext\[90\],5.8µm
key_reg\[118\],5.8µm
key_reg\[7\],5.8µm
u_aes128_optimized.u_aes_core.state\[6\],5.8µm
_0998_,5.78µm
_2123_,5.775µm
_2309_,5.775µm
_1817_,5.765µm
_1442_,5.755µm
_2409_,5.755µm
_0537_,5.74µm
_1739_,5.74µm
_1840_,5.74µm
net1311,5.74µm
net1401,5.74µm
_0794_,5.72µm
_0889_,5.72µm
_1387_,5.72µm
_1403_,5.72µm
_1417_,5.72µm
_1721_,5.72µm
_2009_,5.72µm
_2142_,5.72µm
_2154_,5.72µm
_2222_,5.72µm
_2600_,5.72µm
_2623_,5.72µm
_2831_,5.72µm
net895,5.72µm
net1275,5.72µm
_2660_,5.7µm
plaintext_reg\[34\],5.7µm
_0189_,5.68µm
_0211_,5.68µm
_0362_,5.68µm
_0512_,5.68µm
_0990_,5.68µm
_1778_,5.68µm
_2062_,5.68µm
net1451,5.68µm
_0938_,5.645µm
_1388_,5.62µm
_1558_,5.62µm
net914,5.62µm
net978,5.62µm
net1333,5.62µm
net1334,5.62µm
_0342_,5.6µm
_0405_,5.6µm
_0590_,5.6µm
_0781_,5.6µm
_2887_,5.6µm
key_reg\[57\],5.6µm
net901,5.6µm
net918,5.6µm
_2318_,5.595µm
net1130,5.58µm
net1168,5.58µm
net1460,5.58µm
_1411_,5.57µm
_1795_,5.565µm
_0175_,5.56µm
_0278_,5.56µm
_1914_,5.56µm
_2300_,5.56µm
net833,5.53µm
_2015_,5.52µm
_2367_,5.52µm
_2648_,5.52µm
net886,5.52µm
net898,5.52µm
net899,5.52µm
net935,5.52µm
net1003,5.52µm
net1009,5.52µm
net1026,5.52µm
net1034,5.52µm
net1091,5.52µm
net1107,5.52µm
net1117,5.52µm
net1125,5.52µm
net1141,5.52µm
net1157,5.52µm
net1158,5.52µm
net1163,5.52µm
net1164,5.52µm
net1182,5.52µm
net1212,5.52µm
net1227,5.52µm
net1229,5.52µm
net1258,5.52µm
net1412,5.52µm
net1446,5.52µm
net1481,5.52µm
net1510,5.52µm
net1558,5.52µm
net1564,5.52µm
_0001_,5.5µm
_0053_,5.5µm
_0660_,5.5µm
_1130_,5.5µm
_1326_,5.5µm
_2562_,5.5µm
_2577_,5.5µm
_2754_,5.5µm
net1151,5.5µm
net1450,5.5µm
_1877_,5.495µm
_0231_,5.485µm
_0184_,5.48µm
_0391_,5.48µm
_0499_,5.48µm
_0967_,5.48µm
_1932_,5.48µm
ciphertext_latched\[68\],5.48µm
_0051_,5.46µm
_0156_,5.46µm
_0273_,5.46µm
_0373_,5.46µm
_0433_,5.46µm
_0437_,5.46µm
_0609_,5.46µm
_0624_,5.46µm
_0910_,5.46µm
_1320_,5.46µm
net1071,5.46µm
net1553,5.46µm
_0465_,5.44µm
_0494_,5.44µm
_2320_,5.44µm
_2546_,5.44µm
_0882_,5.4µm
_0925_,5.4µm
_1147_,5.4µm
_2346_,5.4µm
_2352_,5.4µm
_2432_,5.4µm
_2882_,5.4µm
aes_ciphertext\[58\],5.4µm
ciphertext_latched\[117\],5.4µm
net1108,5.4µm
net1193,5.4µm
_0125_,5.38µm
_0230_,5.38µm
_0301_,5.38µm
_0467_,5.38µm
_0587_,5.38µm
_0599_,5.38µm
_0733_,5.38µm
_0879_,5.38µm
_0949_,5.38µm
_1026_,5.38µm
_1169_,5.38µm
_1815_,5.38µm
ciphertext_latched\[14\],5.38µm
net956,5.38µm
net1231,5.38µm
_1837_,5.375µm
_2819_,5.37µm
_0518_,5.365µm
plaintext_reg\[24\],5.365µm
_1030_,5.36µm
_2287_,5.36µm
aes_ciphertext\[101\],5.36µm
ciphertext_latched\[10\],5.36µm
_0197_,5.34µm
_0202_,5.34µm
_0282_,5.34µm
_0628_,5.34µm
_0721_,5.34µm
_0764_,5.34µm
_0948_,5.34µm
_1581_,5.34µm
_1727_,5.34µm
_1779_,5.34µm
_1955_,5.34µm
_2169_,5.34µm
_2208_,5.34µm
_2304_,5.34µm
_2443_,5.34µm
_2467_,5.34µm
_2672_,5.34µm
aes_ciphertext\[47\],5.34µm
key_reg\[119\],5.34µm
key_reg\[97\],5.34µm
net1140,5.34µm
_2162_,5.32µm
_0793_,5.285µm
_0192_,5.28µm
_0353_,5.28µm
_1097_,5.28µm
key_reg\[59\],5.28µm
_0034_,5.26µm
_0110_,5.26µm
_0131_,5.26µm
_0216_,5.26µm
_0655_,5.26µm
_0965_,5.26µm
_1090_,5.26µm
_1451_,5.26µm
_1881_,5.26µm
_2057_,5.26µm
_2109_,5.26µm
_2122_,5.26µm
_2366_,5.26µm
_2659_,5.26µm
_2714_,5.26µm
_2793_,5.26µm
_2877_,5.26µm
ciphertext_latched\[76\],5.26µm
key_reg\[110\],5.26µm
key_reg\[54\],5.26µm
plaintext_reg\[33\],5.26µm
net1503,5.26µm
_0900_,5.24µm
_2099_,5.24µm
_0344_,5.225µm
_0672_,5.225µm
_0811_,5.225µm
_0033_,5.22µm
_0501_,5.22µm
_0745_,5.22µm
_1323_,5.22µm
_1690_,5.22µm
_1707_,5.22µm
net1326,5.22µm
_0806_,5.185µm
_0515_,5.16µm
_1443_,5.16µm
net950,5.16µm
net1128,5.16µm
net1216,5.16µm
net1272,5.16µm
_2431_,5.145µm
_0128_,5.14µm
_0213_,5.14µm
_0436_,5.14µm
_0542_,5.14µm
_0780_,5.14µm
_1016_,5.14µm
_1156_,5.14µm
_2852_,5.14µm
_2876_,5.14µm
_2934_,5.14µm
ciphertext_latched\[99\],5.14µm
plaintext_reg\[98\],5.14µm
_1330_,5.12µm
net1381,5.12µm
_0921_,5.1µm
_1592_,5.1µm
_1692_,5.1µm
net709,5.1µm
_0477_,5.065µm
_0186_,5.06µm
_1833_,5.06µm
_2135_,5.06µm
_2511_,5.06µm
net1038,5.06µm
net1087,5.06µm
net1097,5.06µm
net1121,5.06µm
net1124,5.06µm
net1173,5.06µm
net1184,5.06µm
net1192,5.06µm
net1205,5.06µm
net1213,5.06µm
net1243,5.06µm
net1248,5.06µm
net1252,5.06µm
net1255,5.06µm
net1271,5.06µm
net1300,5.06µm
net1301,5.06µm
net1304,5.06µm
net1315,5.06µm
net1331,5.06µm
net1335,5.06µm
net1341,5.06µm
net1365,5.06µm
net1390,5.06µm
net1418,5.06µm
net1475,5.06µm
net1486,5.06µm
net1520,5.06µm
net1521,5.06µm
_0032_,5.04µm
_0219_,5.04µm
_0268_,5.04µm
_0640_,5.04µm
_2124_,5.04µm
net1544,5.04µm
_0604_,5.02µm
_1461_,5.02µm
_2306_,5.02µm
load_key_d,5.02µm
plaintext_reg\[106\],5.02µm
_0077_,5µm
_0087_,5µm
_0267_,5µm
_0271_,5µm
_0350_,5µm
_0387_,5µm
_0484_,5µm
_0519_,5µm
_0579_,5µm
_0860_,5µm
net986,5µm
net1570,5µm
_1446_,4.98µm
_2197_,4.945µm
_0167_,4.94µm
_0233_,4.94µm
_0443_,4.94µm
_0892_,4.94µm
_1376_,4.94µm
_1768_,4.94µm
_0026_,4.92µm
_0069_,4.92µm
_0091_,4.92µm
_0142_,4.92µm
_0304_,4.92µm
_0347_,4.92µm
_0435_,4.92µm
_0459_,4.92µm
_0482_,4.92µm
_0543_,4.92µm
_0549_,4.92µm
_0589_,4.92µm
_0621_,4.92µm
_0666_,4.92µm
_0683_,4.92µm
_0714_,4.92µm
_0722_,4.92µm
_0901_,4.92µm
_0926_,4.92µm
_0950_,4.92µm
_0970_,4.92µm
_1632_,4.92µm
_1647_,4.92µm
_1736_,4.92µm
_1776_,4.92µm
_2233_,4.92µm
_2666_,4.92µm
aes_ciphertext\[109\],4.92µm
aes_ciphertext\[27\],4.92µm
key_reg\[21\],4.92µm
net1496,4.92µm
_2369_,4.915µm
_2054_,4.905µm
_0415_,4.9µm
_1770_,4.895µm
_0899_,4.88µm
_0912_,4.88µm
_0977_,4.88µm
_1159_,4.88µm
_1806_,4.88µm
_1957_,4.88µm
_2175_,4.88µm
_2254_,4.88µm
_2362_,4.88µm
_2420_,4.88µm
_2452_,4.88µm
aes_ciphertext\[124\],4.88µm
aes_ciphertext\[99\],4.88µm
net1317,4.88µm
net1379,4.88µm
_2416_,4.835µm
_0359_,4.82µm
_0457_,4.82µm
_1093_,4.82µm
_1111_,4.82µm
_1420_,4.82µm
_2193_,4.82µm
_2269_,4.82µm
_2400_,4.82µm
_2507_,4.82µm
u_aes128_optimized.u_aes_core.g_word\[13\],4.81µm
_0080_,4.8µm
_0679_,4.8µm
_0972_,4.8µm
_0986_,4.8µm
_1109_,4.8µm
_1455_,4.8µm
_1623_,4.8µm
_1676_,4.8µm
_1714_,4.8µm
_1788_,4.8µm
_1823_,4.8µm
_2051_,4.8µm
_2177_,4.8µm
_2558_,4.8µm
_2574_,4.8µm
_2769_,4.8µm
_2799_,4.8µm
net1234,4.8µm
net1538,4.8µm
_2800_,4.78µm
plaintext_reg\[101\],4.78µm
key_reg\[92\],4.775µm
_0658_,4.765µm
_0740_,4.765µm
_1794_,4.76µm
_1846_,4.76µm
_1880_,4.76µm
_1935_,4.76µm
_2278_,4.76µm
_2414_,4.76µm
net1535,4.76µm
plaintext_reg\[88\],4.74µm
_2156_,4.735µm
_2707_,4.7µm
_2775_,4.7µm
_2899_,4.7µm
ciphertext_latched\[40\],4.7µm
net1276,4.7µm
_0115_,4.68µm
_0178_,4.68µm
_0770_,4.68µm
_1445_,4.68µm
_2049_,4.68µm
_2515_,4.68µm
_2636_,4.68µm
_2862_,4.68µm
ciphertext_latched\[23\],4.68µm
_1414_,4.66µm
_2734_,4.66µm
net1165,4.66µm
net1204,4.66µm
net1497,4.66µm
_2618_,4.65µm
_0351_,4.6µm
_1031_,4.6µm
_1786_,4.6µm
_1826_,4.6µm
net1270,4.6µm
net1308,4.6µm
net1359,4.6µm
net1384,4.6µm
_0010_,4.58µm
_0093_,4.58µm
_0135_,4.58µm
_0160_,4.58µm
_0188_,4.58µm
_0630_,4.58µm
_0651_,4.58µm
_0653_,4.58µm
_0716_,4.58µm
_0759_,4.58µm
_0915_,4.58µm
_0989_,4.58µm
_0993_,4.58µm
_2486_,4.58µm
net865,4.58µm
net1005,4.58µm
net1007,4.58µm
net1057,4.58µm
_0554_,4.56µm
_2345_,4.555µm
_0057_,4.54µm
_0181_,4.54µm
_0295_,4.54µm
_0620_,4.54µm
_0710_,4.54µm
_0725_,4.54µm
_0836_,4.54µm
_0996_,4.54µm
_0361_,4.48µm
_0486_,4.48µm
_0943_,4.48µm
_1496_,4.48µm
_2145_,4.48µm
_2395_,4.48µm
_2412_,4.48µm
_0954_,4.465µm
_1805_,4.465µm
_0187_,4.46µm
_0283_,4.46µm
_0335_,4.46µm
_0346_,4.46µm
_0498_,4.46µm
_0584_,4.46µm
_0788_,4.46µm
_0872_,4.46µm
_0929_,4.46µm
_0983_,4.46µm
_1728_,4.46µm
_2080_,4.46µm
_2343_,4.46µm
_2355_,4.46µm
_2356_,4.46µm
_3034_,4.46µm
aes_ciphertext\[18\],4.46µm
aes_ciphertext\[45\],4.46µm
aes_ciphertext\[74\],4.46µm
aes_ciphertext\[82\],4.46µm
aes_ciphertext\[88\],4.46µm
key_reg\[51\],4.46µm
net1167,4.46µm
_1123_,4.44µm
_2078_,4.44µm
_2101_,4.44µm
_2849_,4.44µm
_0862_,4.42µm
_0957_,4.42µm
_0961_,4.42µm
_0969_,4.42µm
_1968_,4.42µm
_2368_,4.42µm
_2585_,4.42µm
_2883_,4.42µm
_2531_,4.395µm
key_reg\[91\],4.39µm
net668,4.39µm
_0439_,4.385µm
_1900_,4.375µm
_2221_,4.365µm
_1133_,4.36µm
_1412_,4.36µm
_2292_,4.36µm
_2413_,4.36µm
_2491_,4.36µm
_2578_,4.36µm
plaintext_reg\[25\],4.345µm
_0040_,4.34µm
_0075_,4.34µm
_0623_,4.34µm
_0769_,4.34µm
_0790_,4.34µm
_1129_,4.34µm
_1384_,4.34µm
_1502_,4.34µm
_1593_,4.34µm
_1642_,4.34µm
_2282_,4.34µm
aes_ciphertext\[106\],4.34µm
key_reg\[46\],4.34µm
net954,4.34µm
net1250,4.34µm
_0138_,4.32µm
net1059,4.32µm
_0248_,4.305µm
_0636_,4.305µm
_0797_,4.305µm
plaintext_reg\[125\],4.28µm
_0201_,4.265µm
_2250_,4.24µm
_2267_,4.24µm
_2397_,4.24µm
load_plaintext_d,4.24µm
net1119,4.24µm
net1455,4.24µm
_1832_,4.225µm
_0629_,4.22µm
_0661_,4.22µm
_0698_,4.22µm
_0758_,4.22µm
_0763_,4.22µm
_0787_,4.22µm
_0832_,4.22µm
_0843_,4.22µm
_2944_,4.22µm
_2948_,4.22µm
plaintext_reg\[44\],4.22µm
net1422,4.22µm
net1480,4.22µm
_1418_,4.215µm
_2190_,4.215µm
_2907_,4.2µm
net1289,4.2µm
net1395,4.2µm
net1448,4.2µm
_0298_,4.145µm
_0531_,4.145µm
_0332_,4.14µm
_0399_,4.14µm
_0403_,4.14µm
_0470_,4.14µm
_0487_,4.14µm
_0489_,4.14µm
_0513_,4.14µm
_0521_,4.14µm
_1025_,4.14µm
_1345_,4.14µm
_1639_,4.14µm
_2324_,4.14µm
_2938_,4.14µm
net1375,4.14µm
net1402,4.14µm
net1417,4.14µm
net1427,4.14µm
net1465,4.14µm
net1482,4.14µm
net1490,4.14µm
net1498,4.14µm
net1512,4.14µm
net1524,4.14µm
net1525,4.14µm
_0054_,4.12µm
_0107_,4.12µm
_0144_,4.12µm
_0274_,4.12µm
_0286_,4.12µm
_0392_,4.12µm
_0726_,4.12µm
_0789_,4.12µm
_0842_,4.12µm
_0898_,4.12µm
_2437_,4.12µm
net1118,4.12µm
net1413,4.12µm
_0207_,4.1µm
_0563_,4.1µm
_1343_,4.1µm
_1718_,4.1µm
_1904_,4.1µm
_2864_,4.1µm
_0020_,4.08µm
_0123_,4.08µm
_0259_,4.08µm
_0367_,4.08µm
_0432_,4.08µm
_0814_,4.08µm
_0859_,4.08µm
plaintext_reg\[90\],4.06µm
_0291_,4.055µm
_0810_,4.02µm
_0880_,4.02µm
_0891_,4.02µm
_0046_,4µm
_0092_,4µm
_0148_,4µm
_0170_,4µm
_0190_,4µm
_0247_,4µm
_0411_,4µm
_0414_,4µm
_0493_,4µm
_0522_,4µm
_0523_,4µm
_0556_,4µm
_0631_,4µm
_0635_,4µm
_0680_,4µm
_0685_,4µm
_0834_,4µm
_0851_,4µm
_0858_,4µm
_0946_,4µm
_1019_,4µm
_1023_,4µm
_1536_,4µm
_1830_,4µm
_2380_,4µm
aes_ciphertext\[108\],4µm
aes_ciphertext\[15\],4µm
aes_ciphertext\[2\],4µm
aes_ciphertext\[52\],4µm
aes_ciphertext\[77\],4µm
aes_ciphertext\[78\],4µm
aes_ciphertext\[93\],4µm
key_reg\[3\],4µm
key_reg\[43\],4µm
net1066,4µm
_2820_,3.99µm
_0849_,3.98µm
_1146_,3.98µm
_0952_,3.9µm
_0979_,3.9µm
_1540_,3.9µm
_1550_,3.9µm
_1990_,3.9µm
_2256_,3.9µm
_2372_,3.9µm
_2483_,3.885µm
_1333_,3.88µm
_1370_,3.88µm
_1449_,3.88µm
_1481_,3.88µm
_1738_,3.88µm
_2132_,3.88µm
_2810_,3.88µm
_2863_,3.88µm
_2957_,3.88µm
aes_ciphertext\[76\],3.88µm
net1382,3.88µm
net1445,3.88µm
net1492,3.88µm
_0289_,3.86µm
plaintext_reg\[26\],3.855µm
_0166_,3.845µm
_0844_,3.845µm
plaintext_reg\[89\],3.82µm
_2502_,3.78µm
_0068_,3.76µm
_0234_,3.76µm
_0240_,3.76µm
_0258_,3.76µm
_0262_,3.76µm
_0269_,3.76µm
_0327_,3.76µm
_0333_,3.76µm
_0643_,3.76µm
_0692_,3.76µm
_0816_,3.76µm
_0855_,3.76µm
_0942_,3.76µm
_1110_,3.76µm
_1984_,3.76µm
_2339_,3.755µm
net1232,3.74µm
net849,3.73µm
net850,3.73µm
net851,3.73µm
net852,3.73µm
net854,3.73µm
net856,3.73µm
net857,3.73µm
net,3.73µm
_0313_,3.725µm
_0017_,3.705µm
_1143_,3.68µm
_1164_,3.68µm
net1160,3.68µm
net1175,3.68µm
_0066_,3.66µm
_0071_,3.66µm
_0106_,3.66µm
_0129_,3.66µm
_0176_,3.66µm
_0225_,3.66µm
_0232_,3.66µm
_0375_,3.66µm
_0386_,3.66µm
_0648_,3.66µm
_0657_,3.66µm
_0792_,3.66µm
_0833_,3.66µm
_0853_,3.66µm
_0876_,3.66µm
net936,3.66µm
net1343,3.66µm
_0601_,3.64µm
_0803_,3.64µm
_1742_,3.64µm
_1958_,3.64µm
net859,3.58µm
net860,3.58µm
net858,3.58µm
_0809_,3.575µm
_0246_,3.565µm
_0526_,3.56µm
_0905_,3.56µm
_0906_,3.56µm
_0908_,3.56µm
_0927_,3.56µm
_0933_,3.56µm
_0941_,3.56µm
_0947_,3.56µm
_0968_,3.56µm
_0988_,3.56µm
_1851_,3.56µm
_2321_,3.56µm
_2478_,3.56µm
_2893_,3.56µm
_2381_,3.545µm
_0027_,3.54µm
_0042_,3.54µm
_0078_,3.54µm
_0158_,3.54µm
_0226_,3.54µm
_0250_,3.54µm
_0300_,3.54µm
_0341_,3.54µm
_0352_,3.54µm
_0384_,3.54µm
_0395_,3.54µm
_0416_,3.54µm
_0463_,3.54µm
_0485_,3.54µm
_0497_,3.54µm
_0617_,3.54µm
_0619_,3.54µm
_0633_,3.54µm
_0641_,3.54µm
_0681_,3.54µm
_0689_,3.54µm
_0702_,3.54µm
_0704_,3.54µm
_0712_,3.54µm
_0724_,3.54µm
_0802_,3.54µm
_0804_,3.54µm
_0821_,3.54µm
_0840_,3.54µm
_0850_,3.54µm
_0874_,3.54µm
_0895_,3.54µm
_0982_,3.54µm
_1000_,3.54µm
_1468_,3.54µm
_1649_,3.54µm
_2379_,3.54µm
_2482_,3.54µm
_2503_,3.54µm
aes_ciphertext\[10\],3.54µm
aes_ciphertext\[112\],3.54µm
aes_ciphertext\[19\],3.54µm
aes_ciphertext\[26\],3.54µm
aes_ciphertext\[40\],3.54µm
aes_ciphertext\[89\],3.54µm
net883,3.54µm
_2032_,3.52µm
_2505_,3.52µm
_1377_,3.505µm
_1354_,3.44µm
_1616_,3.44µm
_1732_,3.44µm
_1845_,3.44µm
_2462_,3.44µm
_0394_,3.42µm
_0603_,3.42µm
_0696_,3.42µm
_1356_,3.42µm
_1584_,3.42µm
_1672_,3.42µm
_1711_,3.42µm
_1985_,3.42µm
_1988_,3.42µm
_2218_,3.42µm
_2477_,3.42µm
_2496_,3.42µm
_2504_,3.42µm
_2593_,3.42µm
_2654_,3.42µm
_2696_,3.42µm
_2702_,3.42µm
_2725_,3.42µm
_2829_,3.42µm
_2833_,3.42µm
_2940_,3.42µm
key_reg\[2\],3.42µm
net1471,3.42µm
net1522,3.42µm
_1661_,3.4µm
_2204_,3.4µm
_0038_,3.385µm
_0426_,3.385µm
_0547_,3.385µm
_0212_,3.325µm
_1107_,3.32µm
_2570_,3.32µm
_3037_,3.32µm
net1186,3.32µm
net1385,3.32µm
net1388,3.32µm
_2821_,3.31µm
_0064_,3.3µm
_0265_,3.3µm
_0314_,3.3µm
_0398_,3.3µm
_0449_,3.3µm
_0670_,3.3µm
_0675_,3.3µm
_0690_,3.3µm
_0752_,3.3µm
_0883_,3.3µm
_1913_,3.3µm
_2841_,3.3µm
_3008_,3.3µm
_0596_,3.24µm
_1349_,3.22µm
_1799_,3.22µm
_1843_,3.22µm
_2028_,3.22µm
_2540_,3.22µm
_2560_,3.22µm
_0048_,3.2µm
_0083_,3.2µm
_0084_,3.2µm
_0108_,3.2µm
_0120_,3.2µm
_0121_,3.2µm
_0185_,3.2µm
_0210_,3.2µm
_0263_,3.2µm
_0616_,3.2µm
_0697_,3.2µm
_0706_,3.2µm
_0711_,3.2µm
_0720_,3.2µm
_0732_,3.2µm
_0736_,3.2µm
_0819_,3.2µm
_0841_,3.2µm
_0852_,3.2µm
_0937_,3.2µm
_0945_,3.2µm
_1948_,3.2µm
_2762_,3.2µm
net867,3.2µm
net1104,3.2µm
_0293_,3.18µm
_0303_,3.18µm
_0551_,3.18µm
_1987_,3.18µm
_2689_,3.18µm
aes_ciphertext\[71\],3.18µm
_1838_,3.1µm
_2272_,3.1µm
_2533_,3.1µm
net1533,3.1µm
_2240_,3.085µm
_0008_,3.08µm
_0044_,3.08µm
_0059_,3.08µm
_0098_,3.08µm
_0116_,3.08µm
_0191_,3.08µm
_0249_,3.08µm
_0331_,3.08µm
_0371_,3.08µm
_0382_,3.08µm
_0412_,3.08µm
_0464_,3.08µm
_0472_,3.08µm
_0591_,3.08µm
_0669_,3.08µm
_0738_,3.08µm
_0805_,3.08µm
_0818_,3.08µm
_0823_,3.08µm
_0835_,3.08µm
_0924_,3.08µm
_0966_,3.08µm
