Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_80_41,VGND,li1,22.3100,220.3200,0.000000
FILLER_80_38,VGND,li1,20.9300,220.3200,0.000000
FILLER_80_35,VGND,li1,19.5500,220.3200,0.000000
FILLER_80_32,VGND,li1,18.1700,220.3200,0.000000
FILLER_80_29,VGND,li1,16.7900,220.3200,0.000000
FILLER_80_27,VGND,li1,15.4100,220.3200,0.000000
FILLER_80_24,VGND,li1,14.4900,220.3200,0.000000
FILLER_80_21,VGND,li1,13.1100,220.3200,0.000000
FILLER_80_18,VGND,li1,11.7300,220.3200,0.000000
FILLER_80_15,VGND,li1,10.3500,220.3200,0.000000
FILLER_80_12,VGND,li1,8.9700,220.3200,0.000000
FILLER_80_9,VGND,li1,7.5900,220.3200,0.000000
FILLER_80_6,VGND,li1,6.2100,220.3200,0.000000
FILLER_80_3,VGND,li1,4.8300,220.3200,0.000000
FILLER_79_1466,VGND,li1,677.8100,220.3200,0.000000
FILLER_79_1463,VGND,li1,676.4300,220.3200,0.000000
FILLER_79_1460,VGND,li1,675.0500,220.3200,0.000000
FILLER_79_1457,VGND,li1,673.6700,220.3200,0.000000
FILLER_79_1455,VGND,li1,672.2900,220.3200,0.000000
FILLER_79_1452,VGND,li1,671.3700,220.3200,0.000000
FILLER_79_1449,VGND,li1,669.9900,220.3200,0.000000
FILLER_79_1446,VGND,li1,668.6100,220.3200,0.000000
FILLER_79_1443,VGND,li1,667.2300,220.3200,0.000000
FILLER_79_1440,VGND,li1,665.8500,220.3200,0.000000
FILLER_79_1437,VGND,li1,664.4700,220.3200,0.000000
FILLER_79_1434,VGND,li1,663.0900,220.3200,0.000000
FILLER_79_1431,VGND,li1,661.7100,220.3200,0.000000
FILLER_79_1428,VGND,li1,660.3300,220.3200,0.000000
FILLER_79_1425,VGND,li1,658.9500,220.3200,0.000000
FILLER_79_1422,VGND,li1,657.5700,220.3200,0.000000
FILLER_79_1419,VGND,li1,656.1900,220.3200,0.000000
FILLER_79_1416,VGND,li1,654.8100,220.3200,0.000000
FILLER_79_1413,VGND,li1,653.4300,220.3200,0.000000
