net,length_um
plaintext_reg\[30\],20.92µm
_01829_,20.9µm
net2147,20.9µm
_03034_,20.88µm
_04572_,20.88µm
_03264_,20.86µm
net563,20.84µm
_01343_,20.82µm
_06752_,20.82µm
_08324_,20.82µm
_01755_,20.8µm
_05221_,20.78µm
_05282_,20.78µm
_07806_,20.765µm
_08099_,20.76µm
_00806_,20.74µm
key_reg\[42\],20.735µm
_06552_,20.72µm
_01224_,20.7µm
_03731_,20.7µm
_06477_,20.685µm
_03384_,20.68µm
_01882_,20.66µm
_03072_,20.66µm
_05145_,20.66µm
_07050_,20.66µm
_01562_,20.64µm
_05011_,20.64µm
_08183_,20.64µm
_09135_,20.62µm
net2177,20.62µm
_04334_,20.59µm
_03172_,20.58µm
_06142_,20.58µm
_08654_,20.58µm
_02825_,20.56µm
ciphertext_reg\[78\],20.545µm
_07133_,20.54µm
ciphertext_reg\[14\],20.54µm
_05872_,20.52µm
_07694_,20.52µm
_08941_,20.52µm
_01818_,20.45µm
_02336_,20.44µm
_04060_,20.44µm
_04103_,20.44µm
net2173,20.44µm
_02303_,20.42µm
_07353_,20.42µm
net1666,20.42µm
_00878_,20.38µm
_06712_,20.38µm
_08310_,20.365µm
_04899_,20.36µm
_06666_,20.34µm
_03400_,20.32µm
_03411_,20.3µm
net885,20.3µm
_01465_,20.28µm
_08167_,20.28µm
_06090_,20.26µm
_03594_,20.24µm
_06655_,20.24µm
_06048_,20.22µm
_04321_,20.2µm
_05972_,20.16µm
ciphertext_reg\[96\],20.16µm
_05133_,20.15µm
_05214_,20.14µm
_04989_,20.12µm
_08116_,20.12µm
_09299_,20.12µm
_01961_,20.1µm
_02622_,20.1µm
net2127,20.1µm
_03396_,20.08µm
_06205_,20.08µm
_06484_,20.06µm
net852,20.05µm
_01700_,20.04µm
_04920_,20.04µm
_08470_,20.04µm
net1180,20.04µm
_07234_,20.01µm
_07245_,20µm
_08215_,20µm
_00811_,19.98µm
_02754_,19.98µm
plaintext_reg\[31\],19.98µm
_02053_,19.96µm
_02292_,19.96µm
_06019_,19.96µm
_08492_,19.96µm
_06385_,19.94µm
net1654,19.88µm
_07698_,19.86µm
_04232_,19.85µm
_04488_,19.84µm
_06031_,19.84µm
_03509_,19.8µm
_00828_,19.78µm
_02513_,19.78µm
u_aes128_baseline.u_aes_core.round_key_reg\[38\],19.78µm
_02289_,19.75µm
_07211_,19.75µm
_01431_,19.74µm
_05342_,19.74µm
_05702_,19.74µm
_06970_,19.74µm
_07666_,19.74µm
_09324_,19.74µm
net2170,19.74µm
_06624_,19.7µm
_08147_,19.7µm
_09182_,19.68µm
_02318_,19.66µm
_05066_,19.66µm
_08427_,19.66µm
_08433_,19.64µm
_06208_,19.62µm
_06892_,19.62µm
u_aes128_baseline.u_aes_core.round_key_reg\[126\],19.6µm
_03537_,19.59µm
_06442_,19.59µm
plaintext_reg\[108\],19.58µm
_01488_,19.55µm
_01062_,19.54µm
_01427_,19.54µm
_03031_,19.54µm
_06211_,19.54µm
_08214_,19.54µm
_08546_,19.54µm
u_aes128_baseline.u_aes_core.round_key_reg\[67\],19.54µm
_02278_,19.535µm
_02606_,19.52µm
_04960_,19.52µm
_09134_,19.52µm
net224,19.52µm
_05006_,19.5µm
net1032,19.5µm
_01024_,19.48µm
_07686_,19.48µm
plaintext_reg\[85\],19.48µm
u_aes128_baseline.u_aes_core.round_key_reg\[82\],19.48µm
_03475_,19.46µm
_06625_,19.46µm
_03025_,19.45µm
key_reg\[88\],19.45µm
u_aes128_baseline.u_aes_core.round_key_reg\[111\],19.425µm
_04975_,19.42µm
_09318_,19.4µm
plaintext_reg\[109\],19.4µm
_06110_,19.38µm
_01048_,19.36µm
_04499_,19.36µm
_04777_,19.36µm
_07885_,19.36µm
_03224_,19.34µm
_05170_,19.34µm
net997,19.34µm
_04009_,19.32µm
_06793_,19.32µm
plaintext_reg\[0\],19.32µm
_05046_,19.3µm
_09185_,19.3µm
plaintext_count\[4\],19.3µm
_07664_,19.29µm
_02355_,19.28µm
_07939_,19.28µm
_05530_,19.27µm
net2103,19.26µm
_04837_,19.24µm
plaintext_reg\[15\],19.24µm
_03225_,19.22µm
_07611_,19.22µm
_05070_,19.2µm
net2155,19.2µm
_03861_,19.18µm
_09181_,19.18µm
_04747_,19.175µm
_01314_,19.16µm
_03051_,19.16µm
_07818_,19.16µm
_09247_,19.16µm
_02676_,19.14µm
net2161,19.14µm
net2162,19.14µm
plaintext_reg\[50\],19.12µm
_03056_,19.115µm
_04237_,19.08µm
net2138,19.06µm
ciphertext_reg\[74\],19.045µm
u_aes128_baseline.u_aes_core.round_key_reg\[124\],19.03µm
_02315_,19µm
_04228_,19µm
_02648_,18.98µm
_05003_,18.98µm
_09279_,18.98µm
_03528_,18.975µm
_09222_,18.96µm
net2149,18.96µm
_04872_,18.94µm
_06341_,18.94µm
_07471_,18.94µm
_01344_,18.935µm
_09092_,18.9µm
_05298_,18.88µm
_03553_,18.86µm
_06946_,18.86µm
_08234_,18.86µm
_08755_,18.84µm
_04670_,18.82µm
_07100_,18.82µm
_08014_,18.78µm
u_aes128_baseline.u_aes_core.state_reg\[83\],18.78µm
_08128_,18.75µm
_04138_,18.74µm
_04220_,18.74µm
_07758_,18.74µm
_07813_,18.74µm
_01367_,18.72µm
_01893_,18.72µm
_02686_,18.72µm
_02890_,18.72µm
_05104_,18.72µm
_06229_,18.72µm
_04118_,18.705µm
_02063_,18.7µm
_02346_,18.7µm
_03844_,18.7µm
ciphertext_reg\[72\],18.7µm
_01757_,18.68µm
_06719_,18.66µm
_02299_,18.62µm
_04977_,18.62µm
_05817_,18.62µm
_06595_,18.62µm
net2294,18.62µm
net2166,18.6µm
_07389_,18.58µm
_08072_,18.58µm
_01354_,18.56µm
_02478_,18.54µm
_07079_,18.54µm
_02389_,18.52µm
_06944_,18.52µm
_09229_,18.52µm
net1303,18.52µm
net2267,18.52µm
_04816_,18.48µm
_08490_,18.48µm
net288,18.48µm
_01202_,18.46µm
_08332_,18.46µm
_05631_,18.45µm
_03721_,18.44µm
_05799_,18.44µm
_04560_,18.415µm
_00825_,18.4µm
_01404_,18.4µm
_02983_,18.4µm
_00817_,18.38µm
_01683_,18.38µm
_02874_,18.36µm
_04942_,18.36µm
_06601_,18.36µm
_09070_,18.36µm
net320,18.36µm
_02594_,18.34µm
_01798_,18.32µm
_03138_,18.32µm
_03379_,18.32µm
_03773_,18.32µm
_08202_,18.3µm
_03479_,18.28µm
_04542_,18.28µm
net222,18.28µm
net223,18.28µm
_03237_,18.26µm
_04011_,18.26µm
net2178,18.26µm
net2327,18.26µm
net73,18.25µm
_02098_,18.24µm
_06104_,18.24µm
_08901_,18.24µm
_02209_,18.225µm
_05103_,18.22µm
_06733_,18.22µm
_03572_,18.215µm
_03134_,18.18µm
_04307_,18.18µm
net2157,18.18µm
_01963_,18.16µm
_07001_,18.16µm
_04392_,18.14µm
_05127_,18.14µm
_08200_,18.14µm
net221,18.14µm
net2137,18.14µm
_01209_,18.12µm
_01620_,18.12µm
_00538_,18.095µm
_02931_,18.08µm
_03365_,18.07µm
_04064_,18.06µm
_07716_,18.06µm
_05355_,18.04µm
_05432_,18.04µm
_05811_,18.04µm
_02539_,18.02µm
_05762_,18.02µm
_06765_,18.02µm
u_aes128_baseline.u_aes_core.round_key_reg\[103\],18.02µm
key_count\[3\],18.01µm
_03706_,18µm
_01508_,17.98µm
_05210_,17.98µm
_07101_,17.98µm
_08449_,17.98µm
_03548_,17.94µm
_05930_,17.94µm
_08256_,17.94µm
net2234,17.94µm
_06515_,17.92µm
_05091_,17.91µm
_07030_,17.9µm
_08149_,17.9µm
_00987_,17.885µm
_08062_,17.88µm
_08186_,17.88µm
u_aes128_baseline.u_aes_core.round_key_reg\[48\],17.88µm
_02448_,17.86µm
_07570_,17.86µm
_08087_,17.86µm
_02933_,17.82µm
_07544_,17.82µm
_07488_,17.78µm
_01114_,17.77µm
_05164_,17.76µm
_05126_,17.74µm
plaintext_reg\[124\],17.74µm
_05763_,17.72µm
_00932_,17.7µm
_01044_,17.7µm
_08079_,17.7µm
plaintext_reg\[68\],17.68µm
_04404_,17.66µm
net53,17.65µm
_01424_,17.64µm
u_aes128_baseline.u_aes_core.round_key_reg\[89\],17.64µm
_02021_,17.62µm
_06323_,17.6µm
_01235_,17.56µm
_04384_,17.56µm
_09146_,17.56µm
_03213_,17.54µm
_01004_,17.52µm
_01935_,17.52µm
_01936_,17.52µm
_05977_,17.52µm
_09136_,17.52µm
net1713,17.52µm
_05020_,17.5µm
_02998_,17.48µm
_04194_,17.48µm
_08540_,17.48µm
_09271_,17.48µm
ciphertext_reg\[62\],17.48µm
_01878_,17.46µm
_03313_,17.46µm
_08245_,17.45µm
_01699_,17.44µm
_06965_,17.44µm
net2169,17.44µm
_07891_,17.42µm
_07603_,17.4µm
_07837_,17.4µm
net2331,17.4µm
_06057_,17.38µm
_06835_,17.38µm
_08474_,17.38µm
_02002_,17.37µm
_02697_,17.36µm
net35,17.36µm
u_aes128_baseline.u_aes_core.rcon_reg\[6\],17.34µm
_02301_,17.32µm
_04277_,17.32µm
ciphertext_reg\[31\],17.32µm
plaintext_reg\[69\],17.32µm
net1938,17.3µm
_04170_,17.28µm
_05936_,17.28µm
_08867_,17.28µm
_04697_,17.26µm
_07147_,17.26µm
_08387_,17.26µm
u_aes128_baseline.u_aes_core.round_key_reg\[7\],17.26µm
_08632_,17.25µm
_05205_,17.245µm
_01510_,17.24µm
_07051_,17.24µm
_07282_,17.24µm
_07610_,17.24µm
_06579_,17.22µm
_02077_,17.215µm
_01295_,17.18µm
_01327_,17.18µm
_01563_,17.18µm
_05242_,17.18µm
_05750_,17.18µm
net2311,17.16µm
_01403_,17.14µm
_03522_,17.14µm
_03927_,17.14µm
_03884_,17.12µm
_09061_,17.12µm
_00930_,17.1µm
_06941_,17.1µm
_03206_,17.08µm
_04031_,17.08µm
ciphertext_reg\[79\],17.08µm
_01810_,17.06µm
_03187_,17.06µm
_05489_,17.06µm
_06170_,17.06µm
_08570_,17.04µm
_06726_,17.02µm
_07032_,17.02µm
_08280_,17.02µm
_06587_,17µm
_07685_,17µm
net2148,17µm
_04756_,16.98µm
_08958_,16.98µm
_08983_,16.96µm
_08910_,16.95µm
_01914_,16.94µm
_04300_,16.94µm
_09081_,16.94µm
_01058_,16.92µm
_02308_,16.92µm
_03217_,16.92µm
_07194_,16.92µm
_08216_,16.92µm
_07979_,16.9µm
_09130_,16.9µm
_02774_,16.88µm
_04078_,16.88µm
_01480_,16.865µm
_01353_,16.86µm
_03768_,16.86µm
_05952_,16.86µm
net58,16.86µm
_07451_,16.84µm
_02268_,16.83µm
net1958,16.83µm
_09121_,16.82µm
_00588_,16.8µm
_07267_,16.8µm
_07715_,16.79µm
net1961,16.79µm
_06243_,16.785µm
_05208_,16.78µm
_06500_,16.78µm
net2221,16.78µm
_02179_,16.76µm
_06257_,16.76µm
_07355_,16.76µm
_02129_,16.74µm
_07567_,16.72µm
_03344_,16.7µm
_04988_,16.7µm
_05782_,16.7µm
_08552_,16.695µm
_06011_,16.68µm
_02545_,16.66µm
_03957_,16.66µm
_05589_,16.66µm
_03991_,16.64µm
_05875_,16.64µm
_07296_,16.64µm
_07379_,16.64µm
_07059_,16.62µm
_04026_,16.6µm
u_aes128_baseline.u_aes_core.round_key_reg\[69\],16.6µm
_05450_,16.58µm
_05578_,16.58µm
_06768_,16.58µm
_03992_,16.575µm
net1980,16.56µm
_05584_,16.54µm
plaintext_reg\[16\],16.54µm
_03336_,16.52µm
_05238_,16.52µm
_02042_,16.5µm
_02072_,16.5µm
_03713_,16.49µm
_03044_,16.48µm
_08648_,16.48µm
_04057_,16.46µm
_06017_,16.46µm
_06794_,16.46µm
_02536_,16.44µm
_02790_,16.44µm
_02976_,16.44µm
_03154_,16.44µm
_03412_,16.44µm
_05776_,16.44µm
_06037_,16.44µm
_09127_,16.44µm
_02880_,16.42µm
_03168_,16.42µm
_03956_,16.42µm
net2112,16.42µm
_08378_,16.405µm
_03704_,16.4µm
_04178_,16.4µm
_05913_,16.4µm
u_aes128_baseline.u_aes_core.round_key_reg\[56\],16.4µm
_02616_,16.395µm
_05981_,16.38µm
_06060_,16.38µm
_03470_,16.36µm
_05676_,16.36µm
_06697_,16.36µm
_08930_,16.34µm
net2106,16.34µm
_07556_,16.315µm
_00867_,16.3µm
_03668_,16.28µm
_06112_,16.28µm
u_aes128_baseline.u_aes_core.state_reg\[109\],16.28µm
net2126,16.28µm
_04269_,16.275µm
_04107_,16.26µm
_05306_,16.26µm
_01621_,16.24µm
_06507_,16.24µm
net166,16.24µm
_00094_,16.22µm
_02633_,16.22µm
_05605_,16.22µm
_05686_,16.22µm
_06126_,16.2µm
_07584_,16.2µm
_05529_,16.18µm
_06976_,16.18µm
_02595_,16.16µm
net2000,16.15µm
_08071_,16.14µm
_07213_,16.135µm
_03358_,16.12µm
_05237_,16.12µm
_07346_,16.12µm
_02908_,16.1µm
_03104_,16.1µm
_05068_,16.1µm
_08679_,16.1µm
ciphertext_reg\[33\],16.065µm
_02801_,16.04µm
net2285,16.04µm
_03242_,16.02µm
_06193_,16.02µm
net2288,16.02µm
_08117_,16.005µm
_04255_,16µm
_07068_,16µm
net2142,16µm
net2240,16µm
_08553_,15.99µm
_01970_,15.98µm
_02132_,15.98µm
_02372_,15.98µm
_04434_,15.98µm
_05204_,15.98µm
_02630_,15.96µm
_01884_,15.94µm
_05299_,15.94µm
_08486_,15.94µm
_04992_,15.92µm
_08817_,15.9µm
_09154_,15.9µm
_01341_,15.88µm
_01445_,15.86µm
_01507_,15.86µm
_01746_,15.86µm
_04706_,15.86µm
_04991_,15.86µm
_05627_,15.86µm
_07164_,15.86µm
_09137_,15.86µm
_01157_,15.84µm
_01720_,15.84µm
_02820_,15.84µm
_03634_,15.84µm
_06918_,15.84µm
net2163,15.84µm
_08070_,15.82µm
net2297,15.8µm
_03251_,15.78µm
net2236,15.765µm
_09052_,15.76µm
_05996_,15.74µm
_06778_,15.74µm
_06890_,15.74µm
u_aes128_baseline.u_aes_core.round_key_reg\[88\],15.74µm
_06860_,15.72µm
_07808_,15.72µm
_07889_,15.72µm
plaintext_reg\[106\],15.72µm
u_aes128_baseline.u_aes_core.round_key_reg\[51\],15.72µm
_02293_,15.68µm
_04054_,15.68µm
_04435_,15.68µm
_08876_,15.68µm
_09062_,15.68µm
ciphertext_reg\[90\],15.68µm
net2131,15.68µm
_06567_,15.66µm
_06903_,15.66µm
net2159,15.66µm
_01338_,15.64µm
_02575_,15.64µm
_05241_,15.64µm
net1384,15.64µm
_07357_,15.62µm
_01094_,15.6µm
_07103_,15.6µm
_07318_,15.6µm
_08972_,15.6µm
_08988_,15.6µm
u_aes128_baseline.u_aes_core.round_key_reg\[107\],15.6µm
net2254,15.6µm
_00915_,15.58µm
_03376_,15.58µm
plaintext_reg\[75\],15.58µm
net1602,15.57µm
_05017_,15.56µm
net2034,15.56µm
net2129,15.56µm
_05517_,15.555µm
_02265_,15.54µm
_03996_,15.54µm
_05414_,15.54µm
_05988_,15.54µm
_09077_,15.54µm
_03651_,15.53µm
_03067_,15.52µm
_05562_,15.52µm
_06128_,15.52µm
net250,15.52µm
_03654_,15.5µm
_03655_,15.5µm
_06369_,15.5µm
_06705_,15.5µm
_08392_,15.5µm
_06232_,15.485µm
_05047_,15.48µm
_05640_,15.48µm
_06623_,15.48µm
ciphertext_wire\[109\],15.48µm
net2064,15.47µm
net2133,15.46µm
net2248,15.46µm
_02557_,15.44µm
_03021_,15.44µm
net2154,15.42µm
_03921_,15.4µm
_04984_,15.4µm
_05344_,15.4µm
_07898_,15.4µm
_08705_,15.4µm
_09275_,15.4µm
net329,15.4µm
net2141,15.4µm
_01599_,15.385µm
_00950_,15.38µm
_07663_,15.38µm
_07964_,15.38µm
_08592_,15.38µm
net77,15.38µm
net2143,15.38µm
_03265_,15.37µm
net597,15.36µm
_01747_,15.34µm
_08026_,15.34µm
net1507,15.34µm
_03414_,15.32µm
_05437_,15.32µm
_06674_,15.32µm
_07561_,15.32µm
net1969,15.32µm
_02647_,15.3µm
_03770_,15.3µm
_04985_,15.3µm
_05745_,15.3µm
_02011_,15.28µm
_04427_,15.28µm
_07214_,15.28µm
_02169_,15.26µm
_03351_,15.26µm
_03510_,15.26µm
_03743_,15.26µm
_07262_,15.26µm
ciphertext_wire\[82\],15.26µm
u_aes128_baseline.u_aes_core.state_reg\[73\],15.26µm
_00941_,15.24µm
_04664_,15.24µm
_01862_,15.22µm
_07284_,15.22µm
_07876_,15.22µm
u_aes128_baseline.u_aes_core.round_key_reg\[11\],15.22µm
_04537_,15.215µm
_07545_,15.2µm
plaintext_reg\[86\],15.2µm
_02728_,15.18µm
_03402_,15.18µm
_06576_,15.18µm
_06197_,15.17µm
_05548_,15.16µm
ciphertext_reg\[87\],15.16µm
_06937_,15.14µm
_08986_,15.14µm
_07779_,15.12µm
_01560_,15.1µm
_07668_,15.1µm
_08697_,15.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[66\],15.1µm
_00197_,15.08µm
_02758_,15.08µm
_07160_,15.08µm
_01588_,15.065µm
_06360_,15.065µm
_02044_,15.06µm
_04063_,15.06µm
_06994_,15.06µm
_01388_,15.04µm
_08924_,15.04µm
ciphertext_wire\[112\],15.04µm
net2314,15.04µm
_05941_,15.03µm
u_aes128_baseline.u_aes_core.round_key_reg\[108\],15.02µm
u_aes128_baseline.u_aes_core.round_key_reg\[91\],15µm
_02646_,14.98µm
_06280_,14.98µm
_08483_,14.98µm
_04498_,14.96µm
_05436_,14.96µm
_01432_,14.955µm
_04079_,14.95µm
_03362_,14.92µm
_04169_,14.92µm
_04621_,14.92µm
_07000_,14.92µm
_07201_,14.92µm
_09017_,14.92µm
net2140,14.92µm
_06735_,14.91µm
_02930_,14.9µm
_05617_,14.9µm
_07535_,14.9µm
_08564_,14.885µm
_00876_,14.88µm
_01312_,14.88µm
_06853_,14.88µm
_08784_,14.88µm
net2102,14.88µm
_00830_,14.86µm
net639,14.85µm
_00294_,14.84µm
_06983_,14.81µm
_01259_,14.8µm
_03198_,14.8µm
_06762_,14.8µm
net2262,14.8µm
_03309_,14.785µm
_08993_,14.78µm
_01171_,14.76µm
_02845_,14.76µm
_03540_,14.76µm
_08578_,14.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[43\],14.76µm
net2215,14.76µm
_04512_,14.745µm
plaintext_reg\[115\],14.74µm
net2128,14.74µm
_01045_,14.72µm
_07240_,14.72µm
_08556_,14.71µm
_09103_,14.7µm
_02641_,14.68µm
_03809_,14.68µm
_07792_,14.66µm
_02485_,14.64µm
_06455_,14.64µm
_06602_,14.64µm
_06846_,14.64µm
_08166_,14.64µm
plaintext_reg\[119\],14.64µm
_08873_,14.62µm
net2164,14.62µm
_03939_,14.6µm
_05048_,14.6µm
_05696_,14.6µm
_05979_,14.6µm
_07489_,14.6µm
_08532_,14.6µm
_02865_,14.58µm
_04081_,14.58µm
_04185_,14.58µm
_08702_,14.58µm
_05921_,14.57µm
_01821_,14.56µm
_03635_,14.56µm
_04467_,14.56µm
_04695_,14.56µm
_06096_,14.56µm
_06338_,14.525µm
_00194_,14.52µm
_02489_,14.52µm
u_aes128_baseline.u_aes_core.state_reg\[107\],14.52µm
net2074,14.52µm
u_aes128_baseline.u_aes_core.state_reg\[80\],14.5µm
net63,14.5µm
_03437_,14.495µm
_03502_,14.48µm
_06702_,14.48µm
_09128_,14.48µm
_04267_,14.47µm
net2047,14.47µm
_03315_,14.46µm
net1,14.46µm
net2266,14.46µm
u_aes128_baseline.u_aes_core.round_key_reg\[122\],14.44µm
_00377_,14.42µm
_02352_,14.42µm
_04152_,14.42µm
_05730_,14.42µm
_07195_,14.42µm
_08244_,14.42µm
net72,14.42µm
net106,14.42µm
net2272,14.42µm
_01013_,14.4µm
_02756_,14.4µm
plaintext_reg\[61\],14.4µm
_07683_,14.38µm
plaintext_reg\[111\],14.38µm
_03527_,14.365µm
_03003_,14.36µm
_03830_,14.36µm
_06855_,14.36µm
_03640_,14.34µm
_04279_,14.34µm
_04617_,14.34µm
_08998_,14.34µm
_08870_,14.32µm
_01578_,14.31µm
_06303_,14.3µm
_06927_,14.3µm
_07289_,14.3µm
net1460,14.3µm
_02224_,14.28µm
_06291_,14.26µm
_06663_,14.26µm
_08509_,14.26µm
u_aes128_baseline.u_aes_core.round_key_reg\[72\],14.26µm
_04281_,14.24µm
_06973_,14.24µm
_08617_,14.24µm
_01002_,14.23µm
_03406_,14.23µm
_03646_,14.22µm
_03867_,14.22µm
plaintext_reg\[34\],14.22µm
_07770_,14.2µm
_05397_,14.18µm
_06530_,14.18µm
_07662_,14.18µm
_08195_,14.18µm
_00787_,14.16µm
_01544_,14.16µm
ciphertext_reg\[55\],14.16µm
net980,14.16µm
net2122,14.16µm
_02331_,14.14µm
_02356_,14.14µm
_04773_,14.12µm
_05420_,14.12µm
_07604_,14.12µm
_09174_,14.12µm
net2135,14.12µm
net2335,14.12µm
_07782_,14.1µm
_05649_,14.08µm
_06865_,14.08µm
_09054_,14.08µm
net2214,14.08µm
_02150_,14.06µm
_05547_,14.06µm
_05879_,14.06µm
_06141_,14.06µm
_07074_,14.05µm
_02117_,14.04µm
_08101_,14.04µm
_08131_,14.04µm
net59,14.04µm
net2113,14.04µm
_00819_,14.02µm
_06150_,14.02µm
_06409_,14.02µm
_07321_,14.02µm
_03331_,14µm
_04613_,14µm
_05661_,14µm
_05737_,14µm
net2096,14µm
_00152_,13.98µm
_02084_,13.98µm
_03960_,13.98µm
_08334_,13.98µm
_01449_,13.96µm
_05774_,13.96µm
_00958_,13.92µm
_01685_,13.92µm
_02989_,13.92µm
_06540_,13.92µm
_07123_,13.92µm
_07512_,13.92µm
plaintext_reg\[27\],13.92µm
u_aes128_baseline.u_aes_core.state_reg\[85\],13.92µm
_04703_,13.91µm
_08432_,13.9µm
_03686_,13.88µm
_07448_,13.88µm
_09032_,13.88µm
u_aes128_baseline.u_aes_core.round_key_reg\[44\],13.88µm
_00959_,13.86µm
_01761_,13.86µm
_02126_,13.86µm
_03474_,13.86µm
_05899_,13.86µm
_08381_,13.86µm
net2124,13.86µm
_05430_,13.85µm
_00511_,13.82µm
_02604_,13.82µm
_03214_,13.82µm
_04140_,13.82µm
_05716_,13.82µm
_08139_,13.82µm
_08974_,13.82µm
_07473_,13.81µm
_08733_,13.81µm
_00962_,13.8µm
_09080_,13.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[35\],13.8µm
_02326_,13.78µm
_07602_,13.78µm
net2225,13.78µm
key_reg\[32\],13.77µm
_02273_,13.76µm
_02979_,13.76µm
_03628_,13.76µm
_06016_,13.76µm
_06647_,13.76µm
_08260_,13.76µm
_01735_,13.74µm
_04749_,13.74µm
_05607_,13.72µm
_09253_,13.72µm
net2151,13.72µm
net2115,13.7µm
_02092_,13.68µm
_02503_,13.68µm
_03141_,13.68µm
_04056_,13.68µm
_05822_,13.68µm
_06549_,13.68µm
_07038_,13.68µm
_07251_,13.68µm
_02213_,13.66µm
_02571_,13.66µm
_03273_,13.66µm
_01417_,13.64µm
_06473_,13.64µm
_07398_,13.635µm
_00247_,13.62µm
_01319_,13.62µm
net1994,13.62µm
net2098,13.62µm
_08994_,13.6µm
net2094,13.6µm
_07585_,13.58µm
_08050_,13.58µm
u_aes128_baseline.u_aes_core.state_reg\[114\],13.58µm
net74,13.58µm
_00990_,13.56µm
_03601_,13.56µm
_04640_,13.56µm
_05033_,13.56µm
_09265_,13.56µm
_01183_,13.54µm
_02943_,13.54µm
_05358_,13.54µm
_05885_,13.54µm
_06106_,13.54µm
_06611_,13.54µm
_08340_,13.54µm
_08354_,13.54µm
_08926_,13.54µm
net2132,13.54µm
_09067_,13.53µm
_05915_,13.52µm
_06113_,13.52µm
_05865_,13.5µm
_07171_,13.5µm
_07241_,13.5µm
net134,13.5µm
_00835_,13.48µm
_07025_,13.48µm
_03649_,13.46µm
_06098_,13.46µm
_06118_,13.46µm
u_aes128_baseline.u_aes_core.state_reg\[53\],13.46µm
u_aes128_baseline.u_aes_core.round_key_reg\[14\],13.44µm
_00850_,13.42µm
_05277_,13.42µm
net147,13.42µm
net282,13.42µm
_08368_,13.41µm
ciphertext_wire\[75\],13.4µm
_07736_,13.39µm
_07834_,13.39µm
_01056_,13.38µm
_02727_,13.38µm
_03764_,13.38µm
_06429_,13.38µm
_06432_,13.38µm
_07382_,13.38µm
_08065_,13.38µm
_04741_,13.36µm
_01042_,13.34µm
_02029_,13.34µm
_05312_,13.34µm
_05709_,13.34µm
_06801_,13.34µm
u_aes128_baseline.u_aes_core.round_key_reg\[49\],13.34µm
net2156,13.34µm
_01390_,13.32µm
_08823_,13.32µm
u_aes128_baseline.u_aes_core.round_key_reg\[62\],13.32µm
net2058,13.31µm
_02507_,13.3µm
_03913_,13.3µm
_09355_,13.3µm
net2165,13.3µm
net2244,13.3µm
net2056,13.27µm
_00949_,13.26µm
_02335_,13.26µm
_02471_,13.26µm
_05677_,13.26µm
_08246_,13.26µm
_08383_,13.26µm
_09308_,13.26µm
u_aes128_baseline.u_aes_core.round_key_reg\[85\],13.26µm
_02561_,13.255µm
_06451_,13.24µm
plaintext_reg\[67\],13.24µm
_02351_,13.22µm
_02969_,13.22µm
_03875_,13.22µm
_06585_,13.22µm
_07577_,13.22µm
plaintext_reg\[87\],13.22µm
_01571_,13.21µm
_03515_,13.2µm
_02495_,13.18µm
_06808_,13.18µm
_00139_,13.16µm
_07800_,13.145µm
_01586_,13.14µm
_03212_,13.14µm
net2296,13.14µm
net2315,13.14µm
_07045_,13.125µm
_00124_,13.12µm
_02393_,13.12µm
_03999_,13.12µm
_07974_,13.12µm
_08791_,13.12µm
_09217_,13.12µm
net2110,13.12µm
_05338_,13.1µm
_05668_,13.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[12\],13.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[22\],13.1µm
_07522_,13.08µm
_07590_,13.07µm
_00606_,13.06µm
_01730_,13.06µm
_04289_,13.04µm
_05843_,13.04µm
_07365_,13.04µm
u_aes128_baseline.u_aes_core.state_reg\[46\],13.04µm
net579,13.04µm
u_aes128_baseline.u_aes_core.round_key_reg\[39\],13.035µm
_01011_,13.02µm
_04382_,13.02µm
_06703_,13.02µm
_04311_,13µm
_08048_,13µm
_08506_,13µm
_08792_,13µm
net2238,13µm
key_reg\[95\],12.99µm
_01175_,12.98µm
_01943_,12.96µm
_05322_,12.96µm
_08698_,12.96µm
_01717_,12.945µm
_01951_,12.94µm
_04967_,12.94µm
_08142_,12.94µm
_01200_,12.925µm
_04453_,12.92µm
_09043_,12.92µm
net2243,12.92µm
_00576_,12.885µm
_06474_,12.88µm
net2223,12.88µm
_02258_,12.86µm
net1368,12.86µm
uio_out[6],12.85µm
_08859_,12.845µm
_01161_,12.84µm
_01931_,12.84µm
_02937_,12.84µm
_02957_,12.84µm
_03095_,12.84µm
_03727_,12.84µm
_05551_,12.84µm
_07880_,12.84µm
_08464_,12.84µm
_08748_,12.84µm
_06661_,12.805µm
_00829_,12.8µm
_04424_,12.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[114\],12.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[96\],12.8µm
_03711_,12.78µm
_06566_,12.78µm
_01937_,12.76µm
_05633_,12.76µm
_05820_,12.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[104\],12.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[46\],12.76µm
net1512,12.76µm
_02157_,12.74µm
_03182_,12.74µm
_05690_,12.74µm
_09197_,12.74µm
_04177_,12.72µm
_04229_,12.72µm
_08454_,12.72µm
plaintext_reg\[83\],12.72µm
_07206_,12.7µm
