net,length_um
net450,64.19µm
_00903_,64.18µm
net695,64.17µm
_02768_,64.16µm
_05288_,64.16µm
_06326_,64.06µm
_05009_,64.02µm
net1192,63.98µm
_04353_,63.9µm
net1862,63.9µm
_02218_,63.86µm
_07724_,63.84µm
plaintext_reg\[1\],63.84µm
net117,63.84µm
net1709,63.83µm
net1281,63.81µm
_03139_,63.8µm
_05443_,63.78µm
net1013,63.765µm
_04110_,63.76µm
_05102_,63.76µm
net1134,63.74µm
_03467_,63.72µm
_05778_,63.7µm
key_reg\[11\],63.665µm
_02445_,63.64µm
_08057_,63.6µm
net1309,63.595µm
net1277,63.585µm
_01941_,63.53µm
net2073,63.51µm
net1603,63.5µm
_06896_,63.38µm
plaintext_reg\[79\],63.28µm
_05343_,63.245µm
_08599_,63.24µm
_08025_,63.225µm
_07314_,63.22µm
_08001_,63.22µm
net1275,63.22µm
_04944_,63.21µm
_03330_,63.19µm
_04726_,63.16µm
ciphertext_reg\[45\],63.16µm
_06468_,63.1µm
net1891,63.06µm
_04810_,63.04µm
_07380_,63.02µm
_06198_,62.88µm
_06933_,62.88µm
_03894_,62.865µm
ciphertext_reg\[94\],62.86µm
net1851,62.825µm
_06443_,62.82µm
_02008_,62.76µm
plaintext_reg\[47\],62.74µm
_08414_,62.68µm
_04299_,62.64µm
_03647_,62.62µm
_03286_,62.6µm
_08005_,62.6µm
net1100,62.5µm
_02388_,62.48µm
_05165_,62.36µm
_04796_,62.32µm
_09129_,62.3µm
plaintext_reg\[91\],62.3µm
net2052,62.29µm
_08094_,62.28µm
_07756_,62.25µm
_06042_,62.22µm
net2021,62.17µm
net1218,62.16µm
net1913,62.08µm
_06350_,62.06µm
net2014,62.03µm
key_reg\[28\],62.02µm
_03679_,62µm
ciphertext_reg\[64\],62µm
key_reg\[75\],61.97µm
_06055_,61.96µm
_04164_,61.87µm
_03662_,61.84µm
net1505,61.84µm
key_reg\[8\],61.8µm
_08012_,61.735µm
_02343_,61.72µm
_04779_,61.72µm
ciphertext_reg\[42\],61.72µm
key_reg\[16\],61.63µm
_04166_,61.62µm
_04894_,61.62µm
_06452_,61.62µm
_09336_,61.6µm
net1220,61.58µm
_05302_,61.54µm
key_reg\[70\],61.54µm
_02274_,61.5µm
_06293_,61.48µm
_09025_,61.48µm
_02175_,61.44µm
_05284_,61.44µm
u_aes128_baseline.u_aes_core.round_key_reg\[87\],61.415µm
net144,61.38µm
net168,61.38µm
_06407_,61.275µm
_01382_,61.26µm
_05449_,61.26µm
net803,61.26µm
key_reg\[50\],61.255µm
_07460_,61.24µm
_05257_,61.18µm
net1785,61.14µm
net1983,61.14µm
_02362_,61.13µm
_03453_,61.085µm
net2023,61.07µm
net1337,61.06µm
_03082_,61.02µm
_08132_,61.02µm
plaintext_reg\[125\],60.99µm
_05211_,60.98µm
net1174,60.97µm
_03823_,60.96µm
_03733_,60.92µm
_04025_,60.88µm
net2009,60.83µm
net1717,60.795µm
_01503_,60.72µm
net1082,60.71µm
_06610_,60.7µm
net125,60.67µm
_03248_,60.66µm
_01733_,60.64µm
_04531_,60.64µm
_06419_,60.58µm
net1269,60.57µm
_02472_,60.5µm
net1930,60.44µm
_01646_,60.37µm
_08412_,60.285µm
_04376_,60.24µm
_07858_,60.22µm
net128,60.06µm
_04514_,60.02µm
_07076_,60µm
net611,59.97µm
_03274_,59.92µm
net1031,59.9µm
net246,59.88µm
net1720,59.84µm
_06645_,59.82µm
_08426_,59.82µm
_05959_,59.8µm
_03337_,59.78µm
clknet_leaf_25_clk,59.73µm
_07913_,59.66µm
key_reg\[12\],59.64µm
_06319_,59.63µm
_05008_,59.62µm
net2019,59.61µm
_09168_,59.57µm
_01995_,59.56µm
net1946,59.56µm
net2039,59.56µm
_08984_,59.42µm
net2197,59.36µm
net1826,59.3µm
_07131_,59.26µm
net1075,59.24µm
_08966_,59.22µm
net592,59.165µm
_02428_,59.14µm
net594,59.14µm
net1319,59.115µm
_02992_,59.02µm
_04927_,59µm
_07985_,58.96µm
net1661,58.925µm
_08853_,58.92µm
_01726_,58.895µm
_04544_,58.84µm
_05801_,58.82µm
net1827,58.8µm
_01486_,58.78µm
_03444_,58.74µm
net1080,58.735µm
net1964,58.67µm
_02173_,58.655µm
_05405_,58.62µm
_02065_,58.595µm
key_reg\[23\],58.54µm
_03357_,58.52µm
_05101_,58.44µm
_07114_,58.44µm
_09150_,58.42µm
net1475,58.385µm
_05096_,58.3µm
_06489_,58.3µm
_08877_,58.3µm
net1683,58.3µm
_04748_,58.28µm
_06339_,58.28µm
_06309_,58.26µm
_05919_,58.22µm
_08063_,58.22µm
net1825,58.22µm
net347,58.165µm
_05803_,58.04µm
start_reg,58.04µm
_02868_,58.02µm
_04764_,58.02µm
net1143,57.985µm
_04028_,57.98µm
_05512_,57.98µm
net940,57.94µm
_02912_,57.9µm
_07704_,57.82µm
net1229,57.82µm
net1931,57.77µm
_08013_,57.76µm
net1338,57.76µm
net120,57.6µm
net981,57.6µm
_05990_,57.56µm
net1420,57.56µm
_02119_,57.5µm
key_reg\[73\],57.485µm
_03457_,57.44µm
_01643_,57.43µm
_06875_,57.42µm
_08114_,57.42µm
_08770_,57.34µm
_02060_,57.295µm
_07009_,57.28µm
_08825_,57.28µm
net132,57.23µm
net1705,57.21µm
_03710_,57.18µm
_01899_,57.16µm
_03220_,57.14µm
_07982_,57.1µm
net1423,57.1µm
_06120_,57.09µm
net1740,56.98µm
net1029,56.97µm
_08936_,56.96µm
_06974_,56.91µm
_01383_,56.88µm
_01440_,56.86µm
_06353_,56.86µm
_03277_,56.76µm
_01819_,56.74µm
_04324_,56.74µm
_03407_,56.68µm
_02634_,56.62µm
_05463_,56.58µm
_04522_,56.56µm
key_reg\[72\],56.53µm
_07220_,56.43µm
_04509_,56.375µm
_03755_,56.32µm
net1506,56.3µm
_01912_,56.245µm
_08067_,56.22µm
net1546,56.16µm
_02833_,56.15µm
_05369_,56.15µm
_08080_,56.12µm
_07186_,56.1µm
u_aes128_baseline.u_aes_core.state_reg\[95\],56.09µm
net2071,56.03µm
ciphertext_reg\[75\],56.02µm
_04246_,56µm
net2002,55.99µm
_04023_,55.94µm
net1149,55.92µm
_02316_,55.9µm
_02509_,55.9µm
_08507_,55.9µm
net1947,55.9µm
_04713_,55.875µm
_02232_,55.8µm
net970,55.77µm
_07788_,55.75µm
_03804_,55.73µm
net1022,55.665µm
_02001_,55.66µm
net678,55.64µm
net1185,55.64µm
_02917_,55.6µm
_03578_,55.595µm
plaintext_reg\[23\],55.52µm
_06322_,55.5µm
_02518_,55.48µm
_01849_,55.44µm
_02588_,55.425µm
_03777_,55.415µm
_04240_,55.38µm
key_reg\[113\],55.31µm
_01753_,55.26µm
_04416_,55.22µm
_04826_,55.2µm
_08220_,55.2µm
net135,55.18µm
_06769_,55.165µm
_02446_,55.16µm
plaintext_reg\[117\],55.16µm
_06192_,55.12µm
net1656,55.12µm
_07767_,55.1µm
net310,55.1µm
_01676_,55.06µm
_02886_,55.06µm
_08027_,55.02µm
_08692_,55.02µm
net972,54.92µm
net1795,54.88µm
net2036,54.88µm
_03808_,54.86µm
_02803_,54.84µm
_06069_,54.82µm
_01828_,54.8µm
_04380_,54.69µm
_00853_,54.68µm
_07774_,54.66µm
net1067,54.64µm
ciphertext_reg\[95\],54.625µm
_02056_,54.6µm
net2194,54.56µm
net572,54.52µm
_03256_,54.48µm
_05743_,54.48µm
_05704_,54.385µm
_06200_,54.34µm
net1965,54.33µm
_08231_,54.28µm
net1524,54.23µm
_05621_,54.18µm
net313,54.16µm
net1896,54.16µm
_07529_,54.1µm
_07976_,54.1µm
net322,54.1µm
net1963,54.09µm
_08143_,54.08µm
net303,54.08µm
net1597,54.04µm
net560,54.03µm
_03968_,53.98µm
net1573,53.98µm
read_index\[0\],53.94µm
net1756,53.94µm
_03883_,53.845µm
_08140_,53.82µm
net1716,53.82µm
_09287_,53.78µm
net1348,53.78µm
_01913_,53.74µm
_09086_,53.74µm
_06404_,53.73µm
plaintext_reg\[11\],53.72µm
_07648_,53.68µm
net1837,53.66µm
_08190_,53.48µm
_04108_,53.44µm
_06111_,53.4µm
_04187_,53.38µm
net618,53.38µm
_06377_,53.375µm
_07953_,53.34µm
net1926,53.27µm
_05327_,53.25µm
_06448_,53.23µm
net2189,53.22µm
_08054_,53.18µm
_01978_,53.14µm
_06044_,53.14µm
net79,53.08µm
_06996_,53.02µm
_04963_,53µm
_03392_,52.94µm
net2037,52.93µm
_03870_,52.92µm
net573,52.92µm
net1115,52.89µm
net2030,52.87µm
net1366,52.86µm
_01661_,52.84µm
_06397_,52.84µm
_04491_,52.8µm
_04832_,52.75µm
_05480_,52.7µm
_09087_,52.7µm
_07816_,52.66µm
net2066,52.64µm
net1908,52.62µm
_03950_,52.615µm
_01886_,52.6µm
_08645_,52.6µm
_08895_,52.58µm
_02216_,52.54µm
_06268_,52.46µm
_04402_,52.44µm
_04891_,52.425µm
_08073_,52.42µm
net121,52.42µm
net488,52.39µm
plaintext_reg\[18\],52.32µm
u_aes128_baseline.u_aes_core.state_reg\[55\],52.3µm
_07978_,52.28µm
_04495_,52.27µm
_07852_,52.26µm
_07864_,52.26µm
_05163_,52.25µm
_04981_,52.16µm
_01415_,52.12µm
_02396_,52.12µm
_01394_,52.1µm
net1914,52.07µm
_01442_,52µm
key_count\[0\],51.995µm
_01627_,51.98µm
net1811,51.98µm
_06901_,51.96µm
_03692_,51.9µm
key_reg\[35\],51.86µm
_07589_,51.84µm
ciphertext_reg\[77\],51.825µm
_04184_,51.8µm
_07855_,51.8µm
_04585_,51.78µm
_08308_,51.775µm
net1591,51.76µm
_04643_,51.75µm
_01979_,51.74µm
_03630_,51.74µm
_04943_,51.7µm
_03296_,51.685µm
_07840_,51.59µm
key_reg\[22\],51.58µm
_03766_,51.49µm
_01332_,51.48µm
_06094_,51.44µm
net917,51.44µm
net1249,51.44µm
net1387,51.43µm
_04642_,51.42µm
_07543_,51.42µm
_03283_,51.38µm
_06845_,51.38µm
_09066_,51.38µm
_03096_,51.36µm
_06541_,51.36µm
_02856_,51.32µm
_07866_,51.24µm
_08763_,51.22µm
net841,51.22µm
_07676_,51.21µm
_08905_,51.2µm
net1750,51.18µm
_06064_,51.16µm
_09286_,51.16µm
_01457_,51.14µm
_05024_,51.14µm
_08095_,51.11µm
_02919_,51.1µm
_07416_,51µm
key_reg\[45\],50.96µm
_09272_,50.94µm
net1984,50.81µm
_06185_,50.78µm
_08647_,50.76µm
_02037_,50.72µm
_00810_,50.7µm
net1927,50.7µm
_04104_,50.69µm
_08429_,50.64µm
_04586_,50.605µm
_04208_,50.58µm
_04822_,50.58µm
_01727_,50.56µm
_01582_,50.505µm
_06440_,50.5µm
_01800_,50.48µm
_06301_,50.46µm
_04790_,50.445µm
_01054_,50.44µm
_08643_,50.36µm
_05279_,50.34µm
_04799_,50.32µm
_06071_,50.28µm
_04864_,50.27µm
_02414_,50.26µm
_06561_,50.25µm
_06664_,50.23µm
_07137_,50.215µm
_07822_,50.18µm
u_aes128_baseline.u_aes_core.state_reg\[98\],50.17µm
_08754_,50.14µm
_07854_,50.06µm
_01592_,50.05µm
_09303_,50.04µm
_06673_,50.02µm
_03811_,49.94µm
_06449_,49.9µm
_08515_,49.86µm
_08024_,49.84µm
net1073,49.83µm
net1077,49.78µm
_03803_,49.76µm
_01872_,49.755µm
_05507_,49.74µm
ciphertext_reg\[26\],49.72µm
_05433_,49.7µm
_07810_,49.7µm
_08238_,49.66µm
_08209_,49.65µm
net1979,49.64µm
_05357_,49.6µm
_06345_,49.59µm
_06324_,49.58µm
_05577_,49.55µm
_05065_,49.53µm
_01903_,49.51µm
_06632_,49.51µm
_06220_,49.48µm
_04657_,49.435µm
_07981_,49.38µm
key_reg\[86\],49.335µm
_05546_,49.32µm
_03676_,49.305µm
_04851_,49.3µm
_05193_,49.24µm
_01304_,49.22µm
_03374_,49.18µm
ciphertext_reg\[54\],49.18µm
_02995_,49.16µm
_05485_,49.14µm
_07728_,49.12µm
_08410_,49.08µm
key_count\[1\],49.07µm
_02962_,49.06µm
_03307_,49.06µm
_04880_,49.06µm
_06187_,49.02µm
_05710_,48.985µm
_02148_,48.925µm
_04700_,48.88µm
_00851_,48.86µm
_09292_,48.86µm
_02305_,48.84µm
_04803_,48.82µm
_08110_,48.82µm
_02789_,48.8µm
_07690_,48.8µm
net124,48.8µm
key_reg\[126\],48.765µm
_03480_,48.76µm
_03565_,48.74µm
_04676_,48.74µm
ciphertext_reg\[53\],48.7µm
_03783_,48.68µm
_02972_,48.66µm
_04485_,48.64µm
_09337_,48.62µm
net1924,48.57µm
_02747_,48.565µm
net943,48.56µm
_04518_,48.53µm
_04973_,48.515µm
_03799_,48.48µm
plaintext_reg\[126\],48.48µm
_02975_,48.47µm
_02797_,48.46µm
_06434_,48.46µm
plaintext_reg\[114\],48.45µm
_02178_,48.44µm
_07502_,48.42µm
_07761_,48.42µm
_03137_,48.4µm
_07197_,48.34µm
net15,48.34µm
net1664,48.34µm
_01998_,48.33µm
_06926_,48.3µm
_05536_,48.26µm
_01724_,48.24µm
_08646_,48.24µm
net1156,48.21µm
net1292,48.16µm
_08652_,48.12µm
_04043_,48.06µm
net1472,48.05µm
_02520_,48.04µm
_04686_,48.02µm
net1316,47.94µm
_05434_,47.91µm
_06514_,47.91µm
_01852_,47.9µm
net170,47.9µm
_02657_,47.86µm
_08593_,47.82µm
_01967_,47.8µm
_02426_,47.8µm
_07120_,47.8µm
_04582_,47.78µm
_04847_,47.78µm
net1386,47.78µm
net1297,47.76µm
_07057_,47.75µm
_01337_,47.74µm
_05280_,47.72µm
net1800,47.72µm
key_reg\[46\],47.715µm
_06691_,47.71µm
_06948_,47.7µm
_04189_,47.68µm
_04825_,47.68µm
net1875,47.68µm
_08406_,47.64µm
_06179_,47.56µm
_07395_,47.56µm
_06508_,47.54µm
_08345_,47.54µm
u_aes128_baseline.u_aes_core.state_reg\[105\],47.54µm
_01839_,47.52µm
_03680_,47.52µm
_02267_,47.44µm
_04087_,47.43µm
_04671_,47.42µm
ciphertext_reg\[11\],47.42µm
key_reg\[83\],47.38µm
u_aes128_baseline.u_aes_core.state_reg\[13\],47.38µm
_04838_,47.36µm
_06395_,47.36µm
net1829,47.36µm
net2069,47.3µm
_06315_,47.28µm
_02973_,47.24µm
_01529_,47.18µm
_07682_,47.18µm
net1178,47.18µm
_06411_,47.16µm
_07651_,47.14µm
_04836_,47.13µm
_01992_,47.12µm
_08088_,47.11µm
_06332_,47.09µm
net575,47.08µm
net2190,47.06µm
_02222_,47.02µm
net1565,47.02µm
_07899_,46.955µm
_01707_,46.92µm
_01845_,46.92µm
_02516_,46.91µm
_07372_,46.88µm
_04932_,46.84µm
net2188,46.8µm
_06463_,46.78µm
_02814_,46.74µm
_05965_,46.66µm
net1842,46.66µm
_01230_,46.62µm
_07332_,46.62µm
net1024,46.595µm
net1693,46.585µm
_06318_,46.54µm
ciphertext_reg\[121\],46.52µm
_02312_,46.5µm
_01804_,46.46µm
plaintext_reg\[45\],46.46µm
_03982_,46.44µm
_08747_,46.42µm
key_reg\[49\],46.415µm
net1186,46.32µm
_03317_,46.28µm
net130,46.25µm
_07669_,46.22µm
_08608_,46.22µm
_05684_,46.2µm
_04933_,46.185µm
_03986_,46.18µm
_07484_,46.16µm
_05918_,46.14µm
net829,46.105µm
_06734_,46.1µm
_03664_,46.08µm
_02941_,46.06µm
_05645_,46.06µm
net335,46µm
_05891_,45.98µm
_09059_,45.98µm
_08294_,45.94µm
_02501_,45.9µm
net1365,45.9µm
_04602_,45.86µm
_01675_,45.83µm
_07998_,45.82µm
_03723_,45.8µm
read_index\[3\],45.8µm
_07146_,45.73µm
net292,45.72µm
_06745_,45.64µm
_01534_,45.58µm
_05350_,45.58µm
_04918_,45.575µm
net71,45.57µm
_07207_,45.54µm
_04227_,45.515µm
net1388,45.48µm
_07444_,45.36µm
net969,45.36µm
_08600_,45.33µm
_06299_,45.32µm
_07665_,45.3µm
_01749_,45.27µm
_05235_,45.265µm
net334,45.26µm
_02997_,45.22µm
_02220_,45.2µm
_06119_,45.185µm
_03301_,45.18µm
_06609_,45.16µm
_02298_,45.12µm
_05424_,45.08µm
u_aes128_baseline.u_aes_core.state_reg\[118\],45.08µm
key_reg\[60\],45.05µm
_08306_,45.01µm
_04606_,45µm
_04607_,45µm
_05265_,45µm
_02006_,44.92µm
_08031_,44.92µm
_02202_,44.88µm
_05481_,44.86µm
_06963_,44.82µm
_03068_,44.8µm
_07872_,44.8µm
_04418_,44.78µm
_02283_,44.77µm
_08210_,44.76µm
_06393_,44.74µm
_08229_,44.74µm
_05345_,44.72µm
_08915_,44.72µm
_08351_,44.7µm
_03079_,44.68µm
_04147_,44.68µm
_05642_,44.68µm
_06465_,44.67µm
_04661_,44.44µm
_02027_,44.42µm
_08724_,44.42µm
_01266_,44.4µm
_05989_,44.38µm
_06235_,44.38µm
_01748_,44.375µm
plaintext_reg\[17\],44.34µm
_03306_,44.325µm
_05638_,44.32µm
_06133_,44.32µm
_02990_,44.31µm
_04910_,44.3µm
net421,44.3µm
_08732_,44.24µm
_01911_,44.22µm
_04121_,44.22µm
_02953_,44.205µm
_02707_,44.16µm
_01776_,44.14µm
_04490_,44.14µm
_04340_,44.12µm
_05564_,44.12µm
_03342_,44.1µm
_05378_,44.09µm
net1002,44.08µm
_02578_,44.06µm
plaintext_reg\[9\],44.055µm
_06800_,44.04µm
_07881_,44.04µm
_04132_,44.035µm
_07795_,44.02µm
_06493_,44µm
_08111_,43.99µm
_02673_,43.98µm
_04266_,43.98µm
_08581_,43.96µm
_06471_,43.94µm
_09002_,43.9µm
net561,43.84µm
_01645_,43.82µm
_08314_,43.8µm
plaintext_reg\[20\],43.8µm
_05836_,43.76µm
_06826_,43.755µm
_02323_,43.74µm
_02817_,43.74µm
_06410_,43.73µm
_03371_,43.72µm
_04557_,43.66µm
_03797_,43.64µm
_04556_,43.64µm
_02884_,43.6µm
_07530_,43.58µm
_07740_,43.56µm
_00849_,43.54µm
_02425_,43.53µm
key_reg\[110\],43.53µm
_08208_,43.52µm
_06095_,43.5µm
key_reg\[123\],43.5µm
_06481_,43.46µm
_03944_,43.42µm
_04924_,43.42µm
key_reg\[53\],43.42µm
net577,43.42µm
_08227_,43.4µm
net610,43.4µm
_05304_,43.39µm
_06570_,43.28µm
_07888_,43.28µm
key_reg\[81\],43.26µm
net1122,43.22µm
_08594_,43.2µm
net1133,43.175µm
net150,43.08µm
_08278_,43.045µm
_06497_,43.04µm
_02762_,43µm
_04940_,43µm
_08002_,42.905µm
_03897_,42.9µm
_04979_,42.9µm
_04288_,42.88µm
_05108_,42.88µm
_05744_,42.88µm
plaintext_reg\[40\],42.88µm
_01622_,42.86µm
_03589_,42.86µm
_02250_,42.84µm
_04727_,42.84µm
_06283_,42.82µm
_05533_,42.81µm
_07930_,42.805µm
core_reset_n,42.78µm
_00889_,42.66µm
_02562_,42.63µm
_04308_,42.62µm
net1327,42.6µm
_02834_,42.59µm
key_reg\[40\],42.59µm
_07626_,42.52µm
_02171_,42.5µm
_03781_,42.46µm
_02057_,42.44µm
_04778_,42.44µm
net1911,42.42µm
_01475_,42.36µm
net2186,42.32µm
_05451_,42.3µm
_06622_,42.28µm
_03558_,42.265µm
key_reg\[122\],42.24µm
_04626_,42.19µm
net1038,42.19µm
plaintext_reg\[39\],42.16µm
_01292_,42.04µm
_07145_,42.04µm
net1845,41.99µm
key_reg\[112\],41.98µm
_03297_,41.96µm
_04532_,41.96µm
_02144_,41.84µm
_02794_,41.82µm
_05492_,41.8µm
_06374_,41.76µm
net1934,41.75µm
_01482_,41.74µm
_08030_,41.72µm
net1542,41.68µm
_00887_,41.64µm
net939,41.64µm
key_reg\[7\],41.625µm
_01363_,41.56µm
_06101_,41.55µm
_04451_,41.54µm
_02300_,41.5µm
_03192_,41.5µm
_07399_,41.48µm
net2187,41.44µm
_06516_,41.43µm
_02784_,41.34µm
_03650_,41.34µm
_01807_,41.32µm
_07861_,41.32µm
_08380_,41.24µm
_09120_,41.22µm
_08996_,41.2µm
_01296_,41.18µm
net1724,41.16µm
_06727_,41.14µm
_06491_,41.13µm
_01780_,41.1µm
_07180_,41.1µm
_04734_,41.04µm
key_reg\[48\],41.03µm
_01922_,41µm
_03308_,41µm
_01538_,40.98µm
_03488_,40.98µm
_07968_,40.96µm
_04511_,40.94µm
_01649_,40.92µm
_02949_,40.9µm
_06831_,40.9µm
_01617_,40.88µm
_05823_,40.88µm
_05173_,40.84µm
_08533_,40.82µm
net1772,40.82µm
_07684_,40.81µm
_03298_,40.775µm
_04155_,40.765µm
_04919_,40.75µm
_04588_,40.74µm
_06871_,40.74µm
key_reg\[127\],40.74µm
net1919,40.72µm
net1068,40.7µm
_02190_,40.68µm
plaintext_reg\[72\],40.68µm
net215,40.675µm
_07478_,40.66µm
plaintext_reg\[8\],40.64µm
ciphertext_reg\[88\],40.62µm
_08413_,40.605µm
_02051_,40.6µm
_04235_,40.56µm
_06952_,40.54µm
plaintext_reg\[64\],40.5µm
_06882_,40.46µm
plaintext_reg\[93\],40.46µm
_01850_,40.4µm
_04925_,40.4µm
key_reg\[62\],40.39µm
_03349_,40.38µm
_04888_,40.3µm
net1090,40.23µm
net375,40.2µm
_01201_,40.19µm
_08715_,40.14µm
_08159_,40.1µm
_06355_,40.08µm
_09018_,40.06µm
_02835_,40.045µm
_08978_,40.04µm
_05154_,40.02µm
_08172_,40.005µm
_07427_,40µm
_03698_,39.98µm
_01870_,39.975µm
_06196_,39.96µm
_05590_,39.94µm
_04821_,39.92µm
_02572_,39.9µm
_08296_,39.9µm
_04545_,39.875µm
_04446_,39.86µm
_05224_,39.85µm
_02374_,39.84µm
_04258_,39.84µm
_04769_,39.795µm
_03985_,39.78µm
_06127_,39.775µm
net173,39.74µm
net559,39.74µm
key_reg\[52\],39.71µm
plaintext_count\[0\],39.6µm
key_reg\[89\],39.575µm
_02259_,39.56µm
_01896_,39.52µm
_05992_,39.52µm
read_index\[1\],39.5µm
_06052_,39.48µm
_06758_,39.46µm
key_reg\[65\],39.45µm
net631,39.43µm
net210,39.4µm
_03410_,39.36µm
_04717_,39.36µm
ciphertext_reg\[34\],39.36µm
_02824_,39.32µm
_04912_,39.32µm
_09084_,39.3µm
_06321_,39.29µm
_04655_,39.26µm
_02024_,39.24µm
_04239_,39.24µm
_06178_,39.2µm
_04354_,39.18µm
_04371_,39.18µm
_07890_,39.16µm
plaintext_reg\[19\],39.16µm
_06066_,39.15µm
_05055_,39.14µm
_06083_,39.14µm
_08386_,39.14µm
_01638_,39.12µm
key_reg\[94\],39.11µm
_02486_,39.105µm
_08283_,39.08µm
_04926_,39.02µm
_04709_,39µm
plaintext_count\[1\],38.98µm
net70,38.98µm
_01690_,38.945µm
_01921_,38.94µm
_05944_,38.94µm
_08662_,38.94µm
_08219_,38.925µm
_04021_,38.92µm
_03173_,38.88µm
_01269_,38.87µm
_01340_,38.86µm
_04366_,38.86µm
net1307,38.85µm
_05634_,38.84µm
_05293_,38.8µm
_04610_,38.78µm
_01933_,38.72µm
_06228_,38.7µm
net1069,38.68µm
_08243_,38.66µm
_05666_,38.62µm
_07759_,38.62µm
_06571_,38.6µm
_06913_,38.58µm
plaintext_reg\[42\],38.58µm
_07437_,38.575µm
_03910_,38.56µm
_05561_,38.56µm
_09028_,38.53µm
_05389_,38.51µm
_06204_,38.44µm
_07752_,38.43µm
_03460_,38.42µm
_05252_,38.4µm
_09037_,38.32µm
_09013_,38.3µm
net1857,38.29µm
_04990_,38.24µm
plaintext_count\[3\],38.24µm
key_reg\[17\],38.225µm
_05423_,38.22µm
_05225_,38.1µm
plaintext_reg\[5\],38.1µm
_02502_,38.08µm
_04377_,38.06µm
_07155_,38.06µm
_07271_,38.06µm
_06924_,38.05µm
_05374_,38.04µm
_02281_,38.02µm
_02365_,38µm
key_reg\[15\],38µm
net2183,38µm
_03418_,37.98µm
_03446_,37.98µm
_08021_,37.97µm
_07699_,37.94µm
_07920_,37.94µm
_01954_,37.93µm
_02776_,37.92µm
_06428_,37.9µm
_08123_,37.86µm
net76,37.86µm
_07107_,37.82µm
_03877_,37.8µm
_04730_,37.8µm
_05125_,37.8µm
_01719_,37.7µm
_03729_,37.68µm
net1559,37.68µm
_03103_,37.64µm
_01772_,37.58µm
_03849_,37.58µm
_04055_,37.54µm
_02993_,37.52µm
_05939_,37.52µm
_06295_,37.5µm
_05222_,37.48µm
_07917_,37.48µm
_04672_,37.46µm
_00844_,37.44µm
net2184,37.44µm
_02658_,37.425µm
_05785_,37.42µm
_06554_,37.4µm
net581,37.38µm
_03497_,37.36µm
_06784_,37.34µm
_07886_,37.34µm
_03563_,37.32µm
u_aes128_baseline.u_aes_core.round_reg\[0\],37.32µm
_07092_,37.28µm
_07922_,37.25µm
_08550_,37.24µm
_01764_,37.2µm
_01923_,37.18µm
_05635_,37.18µm
_07712_,37.18µm
_01358_,37.16µm
_09010_,37.02µm
_03912_,37µm
_05641_,37µm
_02231_,36.98µm
_03346_,36.98µm
_08236_,36.98µm
_09055_,36.98µm
_03364_,36.96µm
_08040_,36.95µm
_04008_,36.9µm
_07503_,36.9µm
plaintext_reg\[127\],36.88µm
_04059_,36.86µm
_04911_,36.86µm
plaintext_reg\[22\],36.86µm
net301,36.82µm
net1707,36.82µm
net2180,36.82µm
net1028,36.8µm
_06302_,36.79µm
key_reg\[59\],36.79µm
_05390_,36.74µm
_06363_,36.72µm
key_reg\[67\],36.7µm
_04569_,36.66µm
_08473_,36.64µm
_03688_,36.56µm
_02099_,36.55µm
key_reg\[90\],36.545µm
_01846_,36.52µm
_02626_,36.52µm
_06476_,36.42µm
_03519_,36.38µm
_03813_,36.365µm
_08625_,36.34µm
_04455_,36.32µm
_03121_,36.3µm
_07746_,36.25µm
net606,36.24µm
_01484_,36.18µm
net1644,36.18µm
_05855_,36.14µm
_01653_,36.1µm
_02010_,36.1µm
_03722_,36.1µm
_03751_,36.1µm
_06746_,36.1µm
_08061_,36.1µm
_06877_,36.085µm
_06915_,36.085µm
_03815_,36.08µm
_04801_,36.04µm
_06538_,36.025µm
_06594_,36µm
_03403_,35.98µm
_06535_,35.98µm
_01636_,35.9µm
_02617_,35.88µm
net1312,35.845µm
_02807_,35.84µm
net269,35.84µm
net2185,35.84µm
_03482_,35.83µm
_02437_,35.78µm
key_reg\[85\],35.78µm
net78,35.78µm
net273,35.78µm
_02139_,35.76µm
_07582_,35.74µm
_04262_,35.735µm
_04811_,35.69µm
_08322_,35.69µm
_01059_,35.68µm
net2045,35.67µm
_02653_,35.58µm
_01618_,35.56µm
_01590_,35.54µm
key_reg\[9\],35.53µm
_01553_,35.52µm
_05446_,35.52µm
_06212_,35.5µm
_07821_,35.48µm
_02196_,35.45µm
_01380_,35.42µm
_01250_,35.4µm
_04374_,35.4µm
net985,35.39µm
_08970_,35.38µm
_07035_,35.34µm
_02206_,35.335µm
_05808_,35.3µm
_03538_,35.28µm
_05383_,35.28µm
_06968_,35.28µm
plaintext_reg\[92\],35.28µm
key_reg\[80\],35.26µm
_01542_,35.24µm
_03507_,35.24µm
_07925_,35.24µm
_02693_,35.16µm
_06462_,35.14µm
net634,35.085µm
_08582_,35.06µm
_03163_,35.03µm
net1879,35.02µm
_07868_,34.98µm
_01469_,34.96µm
_03339_,34.94µm
_04604_,34.94µm
_09257_,34.92µm
_02570_,34.905µm
plaintext_reg\[7\],34.9µm
_02830_,34.88µm
plaintext_reg\[48\],34.86µm
_01495_,34.825µm
_05775_,34.82µm
_06175_,34.82µm
_06857_,34.82µm
_04339_,34.8µm
_02981_,34.78µm
_03117_,34.76µm
_05032_,34.76µm
_05259_,34.76µm
_03702_,34.71µm
